uuid,id,league,fullName,firstName,lastName,position,jersey,active,weight,height,age,dateOfBirth,experience_years,birthCity,birthState,birthCountry,debutYear,college,collegeId,college_source,draftYear,draftRound,draftPick,draftTeam,team,processed_ts,is_latest
4905664_nfl,4905664,nfl,A.J. Haulcy,A.J.,Haulcy,S,,True,222.0,72.0,22.0,2004-01-10T08:00Z,0.0,Houston,TX,USA,,LSU,99,collegeAthlete,2026,3,78,IND,IND,2026-06-17T18:25:21.901885,1
4432709_nfl,4432709,nfl,Ahmari Harvey,Ahmari,Harvey,CB,32,True,195.0,72.0,,,0.0,Tallahassee,FL,USA,,Georgia Tech,59,collegeAthlete,,,,,DEN,2026-06-17T18:25:21.901885,1
4699802_nfl,4699802,nfl,Sabastian Harsh,Sabastian,Harsh,DE,94,True,251.0,75.0,,,0.0,Scottsbluff,NE,USA,,NC State,152,collegeAthlete,,,,,HOU,2026-06-17T18:25:21.901885,1
4685365_nfl,4685365,nfl,Zxavian Harris,Zxavian,Harris,DT,67,True,320.0,79.0,,,0.0,Canton,MS,USA,,Ole Miss,145,collegeAthlete,,,,,NO,2026-06-17T18:25:21.901885,1
4685970_nfl,4685970,nfl,Kenneth Harris,Kenneth,Harris,CB,36,True,195.0,72.0,,,0.0,Columbia,LA,USA,,Oklahoma State,197,collegeAthlete,,,,,NE,2026-06-17T18:25:21.901885,1
5082660_nfl,5082660,nfl,Alex Harkey,Alex,Harkey,G,73,True,327.0,78.0,,,0.0,Austin,TX,USA,,Oregon,2483,collegeAthlete,2026,6,206,LAC,LAC,2026-06-17T18:25:21.901885,1
5086027_nfl,5086027,nfl,T.J. Harden,T.J.,Harden,RB,36,True,220.0,74.0,,,0.0,Los Angeles,CA,USA,,SMU,2567,collegeAthlete,,,,,CLE,2026-06-17T18:25:21.901885,1
4612246_nfl,4612246,nfl,Sahmir Hagans,Sahmir,Hagans,WR,,True,190.0,70.0,,,0.0,Philadelphia,PA,USA,,Duke,150,collegeAthlete,,,,,IND,2026-06-17T18:25:21.901885,1
4569727_nfl,4569727,nfl,Louis Hansen,Louis,Hansen,TE,81,True,240.0,77.0,,,0.0,Dover,MA,USA,,UConn,41,collegeAthlete,,,,,HOU,2026-06-17T18:25:21.901885,1
4685385_nfl,4685385,nfl,Anthony Hankerson,Anthony,Hankerson,RB,30,True,206.0,68.0,,,0.0,Boynton Beach,FL,USA,,Oregon State,204,collegeAthlete,,,,,MIA,2026-06-17T18:25:21.901885,1
4690606_nfl,4690606,nfl,Al'zillion Hamilton,Al'zillion,Hamilton,CB,,True,185.0,71.0,,,0.0,Hayward,CA,USA,,Fresno State,278,collegeAthlete,,,,,LAR,2026-06-17T18:25:21.901885,1
4685369_nfl,4685369,nfl,Gracen Halton,Gracen,Halton,DT,,True,292.0,74.0,,,0.0,San Diego,CA,USA,,Oklahoma,201,collegeAthlete,2026,4,107,SF,SF,2026-06-17T18:25:21.901885,1
4873075_nfl,4873075,nfl,TJ Hall,TJ,Hall,CB,34,True,190.0,72.0,,,0.0,Fresno,CA,USA,,Iowa,2294,collegeAthlete,2026,7,219,NO,NO,2026-06-17T18:25:21.901885,1
5153071_nfl,5153071,nfl,Stephen Hall,Stephen,Hall,CB,41,True,202.0,72.0,,,0.0,Memphis,TN,USA,,Missouri,142,collegeAthlete,,,,,HOU,2026-06-17T18:25:21.901885,1
4602967_nfl,4602967,nfl,Aaron Hall,Aaron,Hall,DT,61,True,290.0,76.0,,,0.0,Durham,NC,USA,,Duke,150,collegeAthlete,,,,,CAR,2026-06-17T18:25:21.901885,1
4879242_nfl,4879242,nfl,Sam Hagen,Sam,Hagen,G,76,True,320.0,78.0,,,0.0,Fordville,ND,USA,,South Dakota State,2571,collegeAthlete,,,,,HOU,2026-06-17T18:25:21.901885,1
4431547_nfl,4431547,nfl,Kelvin Gilliam Jr.,Kelvin,Gilliam Jr.,DT,94,True,295.0,75.0,,,0.0,Richmond,VA,USA,,Virginia Tech,259,collegeAthlete,,,,,DAL,2026-06-17T18:25:21.901885,1
4687706_nfl,4687706,nfl,Josh Gesky,Josh,Gesky,G,76,True,325.0,77.0,,,0.0,Manteno,IL,USA,,Illinois,356,collegeAthlete,,,,,GB,2026-06-17T18:25:21.901885,1
5081508_nfl,5081508,nfl,Eli Heidenreich,Eli,Heidenreich,RB,,True,206.0,72.0,,,0.0,Pittsburgh,PA,USA,,Navy,2426,collegeAthlete,2026,7,230,PIT,PIT,2026-06-17T18:25:21.901885,1
4433823_nfl,4433823,nfl,Gavin Gerhardt,Gavin,Gerhardt,C,58,True,310.0,76.0,,,0.0,Xenia,OH,USA,,Cincinnati,2132,collegeAthlete,2026,7,235,MIN,MIN,2026-06-17T18:25:21.901885,1
4870723_nfl,4870723,nfl,Spencer Fano,Spencer,Fano,OT,55,True,302.0,78.0,21.0,2004-11-04T08:00Z,0.0,Spanish Fork,UT,USA,,Utah,254,collegeAthlete,2026,1,9,CLE,CLE,2026-06-17T18:25:21.901885,1
5080699_nfl,5080699,nfl,Logan Fano,Logan,Fano,DE,97,True,249.0,77.0,,,0.0,Spanish Fork,UT,USA,,Utah,254,collegeAthlete,,,,,CLE,2026-06-17T18:25:21.901885,1
4683571_nfl,4683571,nfl,Eni Falayi,Eni,Falayi,TE,,False,240.0,76.0,,,0.0,Boston,MA,USA,,Wake Forest,154,collegeAthlete,,,,,GB,2026-06-17T18:25:21.901885,1
4429582_nfl,4429582,nfl,Joe Fagnano,Joe,Fagnano,QB,12,True,225.0,76.0,,,0.0,Williamsport,PA,USA,,UConn,41,collegeAthlete,,,,,BAL,2026-06-17T18:25:21.901885,1
4769880_nfl,4769880,nfl,KC Eziomume,KC,Eziomume,CB,20,True,198.0,73.0,,,0.0,Acworth,GA,USA,,Tulane,2655,collegeAthlete,,,,,CHI,2026-06-17T18:25:21.901885,1
4685327_nfl,4685327,nfl,Daylen Everette,Daylen,Everette,CB,,True,190.0,73.0,22.0,2004-05-06T07:00Z,0.0,Norfolk,VA,USA,,Georgia,61,collegeAthlete,2026,3,85,PIT,PIT,2026-06-17T18:25:21.901885,1
4702908_nfl,4702908,nfl,Omari Evans,Omari,Evans,WR,,True,190.0,72.0,,,0.0,Killeen,TX,USA,,Washington,264,collegeAthlete,,,,,KC,2026-06-17T18:25:21.901885,1
4600389_nfl,4600389,nfl,Nate Evans,Nate,Evans,CB,43,True,190.0,72.0,,,0.0,Virginia Beach,VA,USA,,Delaware,48,collegeAthlete,,,,,CLE,2026-06-17T18:25:21.901885,1
5085189_nfl,5085189,nfl,Jack Endries,Jack,Endries,TE,84,True,240.0,76.0,,,0.0,Danville,CA,USA,,Texas,251,collegeAthlete,2026,7,221,CIN,CIN,2026-06-17T18:25:21.901885,1
4427146_nfl,4427146,nfl,Luke Elzinga,Luke,Elzinga,P,31,True,229.0,76.0,,,1.0,Grand Rapids,MI,USA,,Oklahoma,201,collegeAthlete,,,,,BAL,2026-06-17T18:25:21.901885,1
4911952_nfl,4911952,nfl,Keyshaun Elliott,Keyshaun,Elliott,LB,49,True,235.0,74.0,,,0.0,Richmond,MO,USA,,Arizona State,9,collegeAthlete,2026,5,166,CHI,CHI,2026-06-17T18:25:21.901885,1
4594321_nfl,4594321,nfl,Kaleb Elarms-Orr,Kaleb,Elarms-Orr,LB,52,True,235.0,74.0,,,0.0,Hayward,CA,USA,,TCU,2628,collegeAthlete,2026,4,126,BUF,BUF,2026-06-17T18:25:21.901885,1
5084956_nfl,5084956,nfl,Ryan Eckley,Ryan,Eckley,P,30,True,207.0,74.0,,,0.0,Lithia,FL,USA,,Michigan State,127,collegeAthlete,2026,6,211,BAL,BAL,2026-06-17T18:25:21.901885,1
4609203_nfl,4609203,nfl,Deven Eastern,Deven,Eastern,DT,,True,320.0,78.0,,,0.0,Shakopee,MN,USA,,Minnesota,135,collegeAthlete,2026,7,242,SEA,SEA,2026-06-17T18:25:21.901885,1
4431561_nfl,4431561,nfl,Bryson Eason,Bryson,Eason,DT,,True,315.0,75.0,,,0.0,Memphis,TN,USA,,Tennessee,2633,collegeAthlete,,,,,SF,2026-06-17T18:25:21.901885,1
4880472_nfl,4880472,nfl,Tyler Duzansky,Tyler,Duzansky,LS,46,True,222.0,76.0,,,0.0,Wheaton,IL,USA,,Penn State,213,collegeAthlete,,,,,LV,2026-06-17T18:25:21.901885,1
5121433_nfl,5121433,nfl,Zach Durfee,Zach,Durfee,DE,58,True,256.0,77.0,,,0.0,Dawson,MN,USA,,Washington,264,collegeAthlete,2026,7,233,JAX,JAX,2026-06-17T18:25:21.901885,1
4685347_nfl,4685347,nfl,Zane Durant,Zane,Durant,DT,92,True,294.0,73.0,,,0.0,Lake Nona,FL,USA,,Penn State,213,collegeAthlete,2026,5,181,BUF,BUF,2026-06-17T18:25:21.901885,1
4708621_nfl,4708621,nfl,Kyre Duplessis,Kyre,Duplessis,WR,80,True,190.0,71.0,,,0.0,Woodbridge,VA,USA,,Delaware,48,collegeAthlete,,,,,DET,2026-06-17T18:25:21.901885,1
4838270_nfl,4838270,nfl,Jalen Farmer,Jalen,Farmer,G,,True,318.0,77.0,,,0.0,Covington,GA,USA,,Kentucky,96,collegeAthlete,2026,4,113,IND,IND,2026-06-17T18:25:21.901885,1
4870707_nfl,4870707,nfl,Keldric Faulk,Keldric,Faulk,DE,15,True,285.0,78.0,21.0,2004-09-07T07:00Z,0.0,Highland Home,AL,USA,,Auburn,2,collegeAthlete,2026,1,31,TEN,TEN,2026-06-17T18:25:21.901885,1
4880198_nfl,4880198,nfl,Will Ferrin,Will,Ferrin,PK,,False,175.0,75.0,,,0.0,Kaysville,UT,USA,,BYU,252,collegeAthlete,,,,,NYJ,2026-06-17T18:25:21.901885,1
4870694_nfl,4870694,nfl,Monroe Freeling,Monroe,Freeling,OT,57,True,315.0,79.0,21.0,2004-07-25T07:00Z,0.0,Charleston,SC,USA,,Georgia,61,collegeAthlete,2026,1,19,CAR,CAR,2026-06-17T18:25:21.901885,1
4602656_nfl,4602656,nfl,Eric Gentry,Eric,Gentry,LB,58,True,225.0,78.0,,,0.0,Philadelphia,PA,USA,,USC,30,collegeAthlete,,,,,CIN,2026-06-17T18:25:21.901885,1
4588298_nfl,4588298,nfl,Jameson Geers,Jameson,Geers,TE,46,True,250.0,77.0,,,0.0,Channahon,IL,USA,,Minnesota,135,collegeAthlete,,,,,ARI,2026-06-17T18:25:21.901885,1
4890885_nfl,4890885,nfl,Ayden Garnes,Ayden,Garnes,CB,,True,176.0,72.0,,,0.0,Philadelphia,PA,USA,,Arizona,12,collegeAthlete,,,,,TB,2026-06-17T18:25:21.901885,1
4696723_nfl,4696723,nfl,Beau Gardner,Beau,Gardner,LS,45,True,250.0,77.0,,,0.0,San Francisco,CA,USA,,Georgia,61,collegeAthlete,,,,,CHI,2026-06-17T18:25:21.901885,1
5084058_nfl,5084058,nfl,Theron Gaines,Theron,Gaines,LB,,True,237.0,73.0,,,0.0,Murfreesboro,TN,USA,,Tennessee Tech,2635,collegeAthlete,,,,,BUF,2026-06-17T18:25:21.901885,1
4693934_nfl,4693934,nfl,Andre Fuller,Andre,Fuller,CB,,True,202.0,74.0,,,0.0,Loxahatchee,FL,USA,,Toledo,2649,collegeAthlete,2026,7,236,SEA,SEA,2026-06-17T18:25:21.901885,1
4878943_nfl,4878943,nfl,Sidney Fugar,Sidney,Fugar,OT,69,False,343.0,77.0,,,0.0,Waldorf,MD,USA,,Baylor,239,collegeAthlete,,,,,DAL,2026-06-17T18:25:21.901885,1
4565769_nfl,4565769,nfl,Sean Fresch,Sean,Fresch,CB,,True,181.0,69.0,,,0.0,Austin,TX,USA,,Rice,242,collegeAthlete,,,,,DEN,2026-06-17T18:25:21.901885,1
4689090_nfl,4689090,nfl,Brandon Frazier,Brandon,Frazier,TE,,False,267.0,79.0,,,0.0,McKinney,TX,USA,,Auburn,2,collegeAthlete,,,,,ATL,2026-06-17T18:25:21.901885,1
4682648_nfl,4682648,nfl,Malachi Fields,Malachi,Fields,WR,,True,223.0,76.0,22.0,2003-08-26T07:00Z,0.0,Charlottesville,VA,USA,,Notre Dame,87,collegeAthlete,2026,3,74,NYG,NYG,2026-06-17T18:25:21.901885,1
5160648_nfl,5160648,nfl,Nyzier Fourqurean,Nyzier,Fourqurean,CB,,True,188.0,73.0,,,0.0,Mentor,OH,USA,,Wisconsin,275,collegeAthlete,,,,,LAR,2026-06-17T18:25:21.901885,1
4683096_nfl,4683096,nfl,Caden Fordham,Caden,Fordham,LB,,True,232.0,73.0,,,0.0,Ponte Vedra,FL,USA,,NC State,152,collegeAthlete,,,,,TB,2026-06-17T18:25:21.901885,1
4429770_nfl,4429770,nfl,Courtland Ford,Courtland,Ford,OT,,True,315.0,78.0,,,0.0,Peoria,IL,USA,,UCLA,26,collegeAthlete,,,,,NYJ,2026-06-17T18:25:21.901885,1
4890180_nfl,4890180,nfl,Philip Florenzo,Philip,Florenzo,LS,46,True,240.0,74.0,,,0.0,Towson,MD,USA,,Clemson,228,collegeAthlete,,,,,ATL,2026-06-17T18:25:21.901885,1
4746099_nfl,4746099,nfl,Kenny Fletcher Jr.,Kenny,Fletcher Jr.,TE,,True,252.0,75.0,,,0.0,Delran,NJ,USA,,Rutgers,164,collegeAthlete,,,,,TB,2026-06-17T18:25:21.901885,1
5151810_nfl,5151810,nfl,Bishop Fitzgerald,Bishop,Fitzgerald,S,,True,205.0,71.0,,,0.0,Woodbridge,VA,USA,,USC,30,collegeAthlete,,,,,TEN,2026-06-17T18:25:21.901885,1
4912338_nfl,4912338,nfl,Aiden Fisher,Aiden,Fisher,LB,59,True,233.0,73.0,,,0.0,Fredericksburg,VA,USA,,Indiana,84,collegeAthlete,2026,7,243,HOU,HOU,2026-06-17T18:25:21.901885,1
4570706_nfl,4570706,nfl,Bruno Fina,Bruno,Fina,OT,,True,300.0,77.0,,,0.0,Tucson,AZ,USA,,Duke,150,collegeAthlete,,,,,BUF,2026-06-17T18:25:21.901885,1
4874515_nfl,4874515,nfl,Sam Hecht,Sam,Hecht,C,75,True,300.0,76.0,,,0.0,Shawnee,KS,USA,,Kansas State,2306,collegeAthlete,2026,5,144,CAR,CAR,2026-06-17T18:25:21.901885,1
4432244_nfl,4432244,nfl,Romello Height,Romello,Height,DE,,True,235.0,75.0,25.0,2001-04-13T07:00Z,0.0,Dublin,GA,USA,,Texas Tech,2641,collegeAthlete,2026,3,70,SF,SF,2026-06-17T18:25:21.901885,1
4689364_nfl,4689364,nfl,Tommy Dunn Jr.,Tommy,Dunn Jr.,DT,95,True,305.0,75.0,,,0.0,Garland,TX,USA,,Kansas,2305,collegeAthlete,,,,,DAL,2026-06-17T18:25:21.901885,1
4869579_nfl,4869579,nfl,Chris Johnson,Chris,Johnson,CB,3,True,185.0,72.0,21.0,2004-11-09T08:00Z,0.0,Eastvale,CA,USA,,San Diego State,21,collegeAthlete,2026,1,27,MIA,MIA,2026-06-17T18:25:21.901885,1
4431414_nfl,4431414,nfl,Tim Keenan III,Tim,Keenan III,DT,96,True,320.0,74.0,,,0.0,Birmingham,AL,USA,,Alabama,333,collegeAthlete,2026,7,232,LAR,LAR,2026-06-17T18:25:21.901885,1
4430121_nfl,4430121,nfl,Aidan Keanaaina,Aidan,Keanaaina,DT,60,True,320.0,75.0,,,0.0,Brighton,CO,USA,,California,25,collegeAthlete,,,,,DET,2026-06-17T18:25:21.901885,1
4819215_nfl,4819215,nfl,Josh Kattus,Josh,Kattus,TE,48,True,247.0,76.0,,,0.0,Cincinnati,OH,USA,,Kentucky,96,collegeAthlete,,,,,CIN,2026-06-17T18:25:21.901885,1
5225419_nfl,5225419,nfl,Kolbe Katsis,Kolbe,Katsis,WR,81,True,185.0,73.0,,,0.0,Owasso,OK,USA,,Northern Arizona,2464,collegeAthlete,,,,,DEN,2026-06-17T18:25:21.901885,1
4877034_nfl,4877034,nfl,Jaren Kanak,Jaren,Kanak,TE,47,True,233.0,74.0,,,0.0,Hays,KS,USA,,Oklahoma,201,collegeAthlete,2026,7,225,TEN,TEN,2026-06-17T18:25:21.901885,1
4696051_nfl,4696051,nfl,Mikail Kamara,Mikail,Kamara,LB,6,True,265.0,73.0,,,0.0,Ashburn,VA,USA,,Indiana,84,collegeAthlete,,,,,SF,2026-06-17T18:25:21.901885,1
4432325_nfl,4432325,nfl,Bangally Kamara,Bangally,Kamara,LB,59,True,235.0,74.0,,,0.0,Akron,OH,USA,,Kansas,2305,collegeAthlete,,,,,MIN,2026-06-17T18:25:21.901885,1
4432722_nfl,4432722,nfl,Athan Kaliakmanis,Athan,Kaliakmanis,QB,,True,212.0,75.0,,,0.0,Antioch,IL,USA,,Rutgers,164,collegeAthlete,2026,7,223,WSH,WSH,2026-06-17T18:25:21.901885,1
4880236_nfl,4880236,nfl,Will Kacmarek,Will,Kacmarek,TE,82,True,258.0,78.0,23.0,2003-02-12T08:00Z,0.0,St. Louis,MO,USA,,Ohio State,194,collegeAthlete,2026,3,87,MIA,MIA,2026-06-17T18:25:21.901885,1
5081392_nfl,5081392,nfl,Joshua Josephs,Joshua,Josephs,LB,,True,240.0,75.0,,,0.0,Kennesaw,GA,USA,,Tennessee,2633,collegeAthlete,2026,5,147,WSH,WSH,2026-06-17T18:25:21.901885,1
4685425_nfl,4685425,nfl,Marvin Jones Jr.,Marvin,Jones Jr.,DE,,True,262.0,77.0,,,0.0,Sunrise,FL,USA,,Oklahoma,201,collegeAthlete,,,,,SEA,2026-06-17T18:25:21.901885,1
5083509_nfl,5083509,nfl,Rohan Jones,Rohan,Jones,TE,,True,236.0,75.0,,,0.0,Montreal,PQ,Canada,,Arkansas,8,collegeAthlete,,,,,LAR,2026-06-17T18:25:21.901885,1
4570773_nfl,4570773,nfl,Marlon Jones,Marlon,Jones,CB,,True,188.0,73.0,,,0.0,Tacoma,WA,USA,,Vanderbilt,238,collegeAthlete,,,,,GB,2026-06-17T18:25:21.901885,1
4686907_nfl,4686907,nfl,Logan Jones,Logan,Jones,C,54,True,302.0,75.0,24.0,2001-10-19T07:00Z,0.0,Council Bluffs,IA,USA,,Iowa,2294,collegeAthlete,2026,2,57,CHI,CHI,2026-06-17T18:25:21.901885,1
4683524_nfl,4683524,nfl,DaShawn Jones,DaShawn,Jones,CB,42,True,190.0,72.0,,,0.0,Baltimore,MD,USA,,Alabama,333,collegeAthlete,,,,,NO,2026-06-17T18:25:21.901885,1
4686368_nfl,4686368,nfl,Christian Jones,Christian,Jones,OT,76,True,330.0,80.0,,,0.0,San Luis Obispo,CA,USA,,San Diego State,21,collegeAthlete,,,,,CIN,2026-06-17T18:25:21.901885,1
4881826_nfl,4881826,nfl,Cash Jones,Cash,Jones,RB,32,True,182.0,72.0,,,0.0,Brock,TX,USA,,Georgia,61,collegeAthlete,,,,,ATL,2026-06-17T18:25:21.901885,1
4912052_nfl,4912052,nfl,Justin Joly,Justin,Joly,TE,80,True,251.0,75.0,,,0.0,Brewster,NY,USA,,NC State,152,collegeAthlete,2026,5,152,DEN,DEN,2026-06-17T18:25:21.901885,1
4832955_nfl,4832955,nfl,Emmett Johnson,Emmett,Johnson,RB,10,True,200.0,71.0,,,0.0,Minneapolis,MN,USA,,Nebraska,158,collegeAthlete,2026,5,161,KC,KC,2026-06-17T18:25:21.901885,1
4700756_nfl,4700756,nfl,Jaden Keller,Jaden,Keller,LB,,True,235.0,75.0,,,0.0,Bristol,TN,USA,,Virginia Tech,259,collegeAthlete,,,,,NYJ,2026-06-17T18:25:21.901885,1
4876380_nfl,4876380,nfl,Jack Kelly,Jack,Kelly,LB,,True,242.0,74.0,,,0.0,Kearns,UT,USA,,BYU,252,collegeAthlete,2026,6,193,NYG,NYG,2026-06-17T18:25:21.901885,1
4726151_nfl,4726151,nfl,Nyjalik Kelly,Nyjalik,Kelly,DE,47,True,250.0,77.0,,,0.0,Fort Lauderdale,FL,USA,,UCF,2116,collegeAthlete,,,,,GB,2026-06-17T18:25:21.901885,1
4695705_nfl,4695705,nfl,Marlin Klein,Marlin,Klein,TE,83,True,250.0,78.0,23.0,2002-09-17T07:00Z,0.0,Cologne,,Germany,,Michigan,130,collegeAthlete,2026,2,59,HOU,HOU,2026-06-17T18:25:21.901885,1
4430185_nfl,4430185,nfl,Caullin Lacy,Caullin,Lacy,WR,,True,190.0,70.0,,,0.0,Mobile,AL,USA,,Louisville,97,collegeAthlete,,,,,NYJ,2026-06-17T18:25:21.901885,1
4875592_nfl,4875592,nfl,Jackson Kuwatch,Jackson,Kuwatch,LB,46,True,235.0,76.0,,,0.0,Cincinnati,OH,USA,,Miami (OH),193,collegeAthlete,2026,7,227,CAR,CAR,2026-06-17T18:25:21.901885,1
4608746_nfl,4608746,nfl,Jaren Kump,Jaren,Kump,C,64,True,315.0,78.0,,,0.0,Riverton,UT,USA,,Utah,254,collegeAthlete,,,,,CHI,2026-06-17T18:25:21.901885,1
4709386_nfl,4709386,nfl,Josh Kreutz,Josh,Kreutz,C,,True,290.0,74.0,,,0.0,Bannockburn,IL,USA,,Illinois,356,collegeAthlete,,,,,IND,2026-06-17T18:25:21.901885,1
4917427_nfl,4917427,nfl,Tanner Koziol,Tanner,Koziol,TE,89,True,240.0,79.0,,,0.0,Bloomingdale,IL,USA,,Houston,248,collegeAthlete,2026,5,164,JAX,JAX,2026-06-17T18:25:21.901885,1
4698109_nfl,4698109,nfl,Rene Konga,Rene,Konga,DT,95,True,300.0,76.0,,,0.0,Ottawa,ON,Canada,,Louisville,97,collegeAthlete,,,,,MIA,2026-06-17T18:25:21.901885,1
