uuid,id,league,fullName,firstName,lastName,position,jersey,active,weight,height,age,dateOfBirth,experience_years,birthCity,birthState,birthCountry,debutYear,college,college_source,draftYear,draftRound,draftPick,draftTeam,team,processed_ts,collegeId,is_latest
6589_nba,6589,nba,Draymond Green,Draymond,Green,F,23,True,230.0,78.0,35.0,1990-03-04T08:00Z,13.0,Saginaw,MI,USA,2012.0,Michigan State,collegeAthlete,2012,2,35,GS,GS,2025-11-03T19:30:19.758355,127,1
4592453_nba,4592453,nba,Sean East II,Sean,East II,G,,False,180.0,75.0,25.0,1999-11-17T08:00Z,,Louisville,KY,USA,,Missouri,collegeAthlete,,,,,UTAH,2025-11-03T19:30:19.758355,142,1
4433563_nba,4433563,nba,Matt Cross,Matt,Cross,F,43,False,230.0,79.0,24.0,2001-02-21T08:00Z,,Beverly,MA,USA,,SMU,collegeAthlete,,,,,DAL,2025-11-03T19:30:19.758355,2567,1
4898237_nba,4898237,nba,Bez Mbeng,Bez,Mbeng,G,,False,185.0,76.0,23.0,2002-05-02T07:00Z,,Potomac,MD,USA,,Yale,collegeAthlete,,,,,MIA,2025-11-03T19:30:19.758355,43,1
4712896_nba,4712896,nba,Noah Clowney,Noah,Clowney,F,21,True,210.0,82.0,21.0,2004-07-14T07:00Z,2.0,Roebuck,SC,USA,,Alabama,collegeAthlete,2023,1,21,BKN,BKN,2025-11-03T19:30:19.758355,333,1
4278067_nba,4278067,nba,Nic Claxton,Nic,Claxton,C,33,True,215.0,83.0,26.0,1999-04-17T07:00Z,6.0,Greenville,SC,USA,2019.0,Georgia,collegeAthlete,2019,2,31,BKN,BKN,2025-11-03T19:30:19.758355,61,1
6430_nba,6430,nba,Jimmy Butler III,Jimmy,Butler III,F,10,True,230.0,78.0,36.0,1989-09-14T07:00Z,14.0,Houston,TX,USA,2011.0,Marquette,collegeAthlete,2011,1,30,CHI,GS,2025-11-03T19:30:19.758355,269,1
4066508_nba,4066508,nba,Charlie Brown Jr.,Charlie,Brown Jr.,G,,False,199.0,78.0,28.0,1997-02-02T08:00Z,4.0,Philadelphia,PA,USA,2019.0,Saint Joseph's,collegeAthlete,,,,,MEM,2025-11-03T19:30:19.758355,2603,1
4397450_nba,4397450,nba,Darius Brown,Darius,Brown,G,,False,195.0,74.0,26.0,1999-07-28T07:00Z,,Pasadena,CA,USA,,Utah State,collegeAthlete,,,,,CLE,2025-11-03T19:30:19.758355,328,1
4395676_nba,4395676,nba,Buddy Boeheim,Buddy,Boeheim,F,27,False,205.0,77.0,25.0,1999-11-11T08:00Z,2.0,Fayetteville,NY,USA,,Syracuse,collegeAthlete,,,,,OKC,2025-11-03T19:30:19.758355,183,1
4395650_nba,4395650,nba,Leaky Black,Leaky,Black,F,12,False,209.0,78.0,26.0,1999-06-14T07:00Z,1.0,Concord,NC,USA,,North Carolina,collegeAthlete,,,,,WSH,2025-11-03T19:30:19.758355,153,1
4432452_nba,4432452,nba,Alex Antetokounmpo,Alex,Antetokounmpo,F,29,True,214.0,80.0,24.0,2001-08-27T07:00Z,,,,,,,,,,,,MIL,2025-11-03T19:30:19.758355,,1
4397072_nba,4397072,nba,James Akinjo,James,Akinjo,G,,False,190.0,73.0,24.0,2000-11-27T08:00Z,,Oakland,CA,USA,,Memphis,collegeAthlete,,,,,DEN,2025-11-03T19:30:19.758355,235,1
4684682_nba,4684682,nba,Jonas Aidoo,Jonas,Aidoo,F,9,False,240.0,83.0,,,,Durham,NC,USA,,Arkansas,collegeAthlete,,,,,CHA,2025-11-03T19:30:19.758355,8,1
4397179_nba,4397179,nba,Tyrese Martin,Tyrese,Martin,G,13,True,215.0,78.0,26.0,1999-03-07T08:00Z,2.0,Allentown,PA,USA,,UConn,collegeAthlete,2022,2,51,GS,BKN,2025-11-03T19:30:19.758355,41,1
4279924_nba,4279924,nba,Pedro Bradshaw,Pedro,Bradshaw,F,,False,180.0,79.0,27.0,1998-10-14T07:00Z,3.0,Russellville,KY,USA,,Bellarmine,collegeAthlete,,,,,UTAH,2025-11-03T19:30:19.758355,91,1
4432171_nba,4432171,nba,Moses Moody,Moses,Moody,G,4,True,211.0,77.0,23.0,2002-05-31T07:00Z,4.0,Little Rock,AR,USA,,Arkansas,collegeAthlete,2021,1,14,GS,GS,2025-11-03T19:30:19.758355,8,1
4396972_nba,4396972,nba,Javonte Smart,Javonte,Smart,G,17,False,205.0,76.0,26.0,1999-06-03T07:00Z,2.0,Baton Rouge,LA,USA,,LSU,collegeAthlete,,,,,ORL,2025-11-03T19:30:19.758355,99,1
4702670_nba,4702670,nba,Grant Nelson,Grant,Nelson,F,,False,230.0,83.0,23.0,2002-03-18T08:00Z,,Devils Lake,ND,USA,,Alabama,collegeAthlete,,,,,BKN,2025-11-03T19:30:19.758355,333,1
4431714_nba,4431714,nba,Jalen Wilson,Jalen,Wilson,F,22,True,220.0,78.0,24.0,2000-11-04T08:00Z,2.0,Denton,TX,USA,,Kansas,collegeAthlete,2023,2,51,BKN,BKN,2025-11-03T19:30:19.758355,2305,1
4592216_nba,4592216,nba,Alondes Williams,Alondes,Williams,G,31,False,210.0,76.0,26.0,1999-06-19T07:00Z,3.0,Milwaukee,WI,USA,,Wake Forest,collegeAthlete,,,,,WSH,2025-11-03T19:30:19.758355,154,1
4432735_nba,4432735,nba,Dariq Whitehead,Dariq,Whitehead,F,,False,220.0,78.0,21.0,2004-08-01T07:00Z,1.0,Newark,NJ,USA,,Duke,collegeAthlete,2023,1,22,BKN,OKC,2025-11-03T19:30:19.758355,150,1
4279118_nba,4279118,nba,Keaton Wallace,Keaton,Wallace,G,2,True,185.0,75.0,26.0,1999-02-26T08:00Z,2.0,Dallas,TX,USA,,UTSA,collegeAthlete,,,,,ATL,2025-11-03T19:30:19.758355,2636,1
4277854_nba,4277854,nba,MJ Walker,MJ,Walker,G,1,False,213.0,77.0,27.0,1998-03-28T08:00Z,,Riverdale,GA,USA,,Florida State,collegeAthlete,,,,,ATL,2025-11-03T19:30:19.758355,52,1
4592714_nba,4592714,nba,Pat Spencer,Pat,Spencer,G,61,True,205.0,74.0,29.0,1996-07-04T07:00Z,2.0,Davidsonville,MD,USA,,Northwestern,collegeAthlete,,,,,GS,2025-11-03T19:30:19.758355,77,1
4277923_nba,4277923,nba,Zhaire Smith,Zhaire,Smith,G,8,False,199.0,75.0,26.0,1999-06-04T07:00Z,,Garland,TX,USA,2018.0,Texas Tech,collegeAthlete,2018,1,16,PHX,DAL,2025-11-03T19:30:19.758355,2641,1
4397784_nba,4397784,nba,Malachi Smith,Malachi,Smith,G,18,False,205.0,76.0,25.0,1999-12-06T08:00Z,,Belleville,IL,USA,,Gonzaga,collegeAthlete,,,,,BKN,2025-11-03T19:30:19.758355,2250,1
4433184_nba,4433184,nba,Deivon Smith,Deivon,Smith,G,16,False,175.0,72.0,23.0,2002-03-08T08:00Z,,Decatur,GA,USA,,St. John's,collegeAthlete,,,,,ATL,2025-11-03T19:30:19.758355,2599,1
4909710_nba,4909710,nba,Phillip Wheeler,Phillip,Wheeler,F,20,False,185.0,80.0,23.0,2002-04-23T07:00Z,1.0,,,,,,,,,,,ORL,2025-11-03T19:30:19.758355,,1
4897696_nba,4897696,nba,Jamarion Sharp,Jamarion,Sharp,C,33,False,235.0,89.0,24.0,2001-08-26T07:00Z,,Hopkinsville,KY,USA,,Ole Miss,collegeAthlete,,,,,DAL,2025-11-03T19:30:19.758355,145,1
4683742_nba,4683742,nba,Julian Reese,Julian,Reese,F,,False,252.0,81.0,22.0,2003-06-30T07:00Z,,Baltimore,MD,USA,,Maryland,collegeAthlete,,,,,TOR,2025-11-03T19:30:19.758355,120,1
4704043_nba,4704043,nba,Steve Settle III,Steve,Settle III,F,4,False,192.0,82.0,24.0,2001-02-20T08:00Z,,Glenarden,MD,USA,,Temple,collegeAthlete,,,,,MIA,2025-11-03T19:30:19.758355,218,1
3134903_nba,3134903,nba,Gary Payton II,Gary,Payton II,G,0,True,195.0,74.0,32.0,1992-12-01T08:00Z,9.0,Las Vegas,NV,USA,2016.0,Oregon State,collegeAthlete,,,,,GS,2025-11-03T19:30:19.758355,204,1
4593016_nba,4593016,nba,Quinten Post,Quinten,Post,C,21,True,238.0,84.0,25.0,2000-03-21T08:00Z,1.0,Amsterdam,,Netherlands,,Boston College,collegeAthlete,2024,2,52,GS,GS,2025-11-03T19:30:19.758355,103,1
4709138_nba,4709138,nba,Brandin Podziemski,Brandin,Podziemski,G,2,True,205.0,76.0,22.0,2003-02-25T08:00Z,2.0,Greenfield,WI,USA,,Santa Clara,collegeAthlete,2023,1,19,GS,GS,2025-11-03T19:30:19.758355,2541,1
4701845_nba,4701845,nba,Kadary Richmond,Kadary,Richmond,G,19,False,205.0,78.0,24.0,2001-08-25T07:00Z,,Brooklyn,NY,USA,,St. John's,collegeAthlete,,,,,WSH,2025-11-03T19:30:19.758355,2599,1
5211175_nba,5211175,nba,Zaccharie Risacher,Zaccharie,Risacher,F,10,True,200.0,80.0,20.0,2005-04-08T07:00Z,1.0,,,,,,,2024,1,1,ATL,ATL,2025-11-03T19:30:19.758355,,1
4432105_nba,4432105,nba,Tyrese Samuel,Tyrese,Samuel,F,,False,239.0,80.0,25.0,2000-03-10T08:00Z,,Montreal,PQ,Canada,,Florida,collegeAthlete,,,,,PHX,2025-11-03T19:30:19.758355,57,1
4997536_nba,4997536,nba,Gui Santos,Gui,Santos,F,15,True,185.0,79.0,23.0,2002-06-22T07:00Z,2.0,Brasilia,,Brazil,,,,2022,2,55,GS,GS,2025-11-03T19:30:19.758355,,1
4431680_nba,4431680,nba,Onyeka Okongwu,Onyeka,Okongwu,F,17,True,240.0,82.0,24.0,2000-12-11T08:00Z,5.0,Chino,CA,USA,2020.0,USC,collegeAthlete,2020,1,6,ATL,ATL,2025-11-03T19:30:19.758355,30,1
3133626_nba,3133626,nba,Kenrich Williams,Kenrich,Williams,SF,34.0,True,210.0,78.0,30.0,1994-12-02T08:00Z,7.0,Waco,TX,USA,2018.0,TCU,collegeAthlete,,,,,OKC,2025-10-11T21:32:22.666253,2628.0,1
5105623_nba,5105623,nba,Kel'el Ware,Kel'el,Ware,C,7.0,True,230.0,84.0,21.0,2004-04-20T07:00Z,1.0,North Little Rock,AR,USA,,Indiana,collegeAthlete,2024.0,1.0,15.0,MIA,MIA,2025-10-11T21:32:22.666253,84.0,1
4592461_nba,4592461,nba,Jacob Toppin,Jacob,Toppin,F,0.0,True,200.0,80.0,25.0,2000-05-08T07:00Z,1.0,Brooklyn,NY,USA,,Kentucky,collegeAthlete,,,,,ATL,2025-10-11T21:32:22.666253,96.0,1
4684272_nba,4684272,nba,Ja'Kobe Walter,Ja'Kobe,Walter,G,14.0,True,180.0,77.0,21.0,2004-09-04T07:00Z,1.0,Mckinney,TX,USA,,Baylor,collegeAthlete,2024.0,1.0,19.0,TOR,TOR,2025-10-11T21:32:22.666253,239.0,1
4683689_nba,4683689,nba,Jordan Walsh,Jordan,Walsh,G,27.0,True,205.0,78.0,21.0,2004-03-03T08:00Z,2.0,Desoto,TX,USA,,Arkansas,collegeAthlete,2023.0,2.0,38.0,SAC,BOS,2025-10-11T21:32:22.666253,8.0,1
4431695_nba,4431695,nba,Drew Timme,Drew,Timme,F,26.0,True,235.0,82.0,25.0,2000-09-09T07:00Z,1.0,Richardson,TX,USA,,Gonzaga,collegeAthlete,,,,,BKN,2025-10-11T21:32:22.666253,2250.0,1
5279130_nba,5279130,nba,Nolan Traore,Nolan,Traore,G,88.0,True,175.0,75.0,19.0,2006-05-28T07:00Z,,Creteil,,France,,,,2025.0,1.0,19.0,BKN,BKN,2025-10-11T21:32:22.666253,,1
3136195_nba,3136195,nba,Karl-Anthony Towns,Karl-Anthony,Towns,C,32.0,True,248.0,84.0,29.0,1995-11-15T08:00Z,10.0,Edison,NJ,USA,2015.0,Kentucky,collegeAthlete,2015.0,1.0,1.0,MIN,NY,2025-10-11T21:32:22.666253,96.0,1
4278355_nba,4278355,nba,Obi Toppin,Obi,Toppin,PF,1.0,True,220.0,81.0,27.0,1998-03-04T08:00Z,5.0,Brooklyn,NY,USA,2020.0,Dayton,collegeAthlete,2020.0,1.0,8.0,NY,IND,2025-10-11T21:32:22.666253,2168.0,1
5106268_nba,5106268,nba,Nae'Qwan Tomlin,Nae'Qwan,Tomlin,F,30.0,True,210.0,81.0,24.0,2000-12-19T08:00Z,1.0,Harlem,NY,USA,,Memphis,collegeAthlete,,,,,CLE,2025-10-11T21:32:22.666253,235.0,1
5159925_nba,5159925,nba,Nikola Topic,Nikola,Topic,G,44.0,True,200.0,78.0,20.0,2005-08-10T07:00Z,,,,,,,,2024.0,1.0,12.0,OKC,OKC,2025-10-11T21:32:22.666253,,1
5170949_nba,5170949,nba,Alex Toohey,Alex,Toohey,F,22.0,True,,80.0,21.0,2004-05-05T07:00Z,,Canberra,ACT,Australia,,,,2025.0,2.0,52.0,PHX,GS,2025-10-11T21:32:22.666253,,1
4593043_nba,4593043,nba,John Tonje,John,Tonje,F,17.0,True,218.0,77.0,24.0,2001-04-23T07:00Z,,Omaha,NE,USA,,Wisconsin,collegeAthlete,2025.0,2.0,53.0,UTAH,UTAH,2025-10-11T21:32:22.666253,275.0,1
4277964_nba,4277964,nba,Xavier Tillman,Xavier,Tillman,F,26.0,True,245.0,79.0,26.0,1999-01-12T08:00Z,5.0,Grand Rapids,MI,USA,2020.0,Michigan State,collegeAthlete,2020.0,2.0,35.0,SAC,BOS,2025-10-11T21:32:22.666253,127.0,1
4277843_nba,4277843,nba,Gary Trent Jr.,Gary,Trent Jr.,SG,5.0,True,204.0,77.0,26.0,1999-01-18T08:00Z,7.0,Columbus,OH,USA,2018.0,Duke,collegeAthlete,2018.0,2.0,37.0,SAC,MIL,2025-10-11T21:32:22.666253,150.0,1
3907498_nba,3907498,nba,Matisse Thybulle,Matisse,Thybulle,SG,4.0,True,201.0,77.0,28.0,1997-03-04T08:00Z,6.0,Issaquah,WA,USA,2019.0,Washington,collegeAthlete,2019.0,1.0,20.0,BOS,POR,2025-10-11T21:32:22.666253,264.0,1
4701232_nba,4701232,nba,Mark Williams,Mark,Williams,C,15.0,True,240.0,84.0,23.0,2001-12-16T08:00Z,3.0,Virginia Beach,VA,USA,,Duke,collegeAthlete,2022.0,1.0,15.0,CHA,PHX,2025-10-11T21:32:22.666253,150.0,1
4702233_nba,4702233,nba,JT Thor,JT,Thor,F,21.0,False,203.0,81.0,23.0,2002-08-26T07:00Z,3.0,Anchorage,AK,USA,,Auburn,collegeAthlete,2021.0,2.0,37.0,DET,WSH,2025-10-11T21:32:22.666253,2.0,1
4277880_nba,4277880,nba,Malik Williams,Malik,Williams,C,,False,250.0,83.0,27.0,1998-08-26T07:00Z,1.0,Fort Wayne,IN,USA,,Louisville,collegeAthlete,,,,,ATL,2025-10-11T21:32:22.666253,97.0,1
4433133_nba,4433133,nba,Jahmir Young,Jahmir,Young,G,17.0,True,185.0,73.0,25.0,2000-10-07T07:00Z,1.0,Upper Marlboro,MD,USA,,Maryland,collegeAthlete,,,,,MIA,2025-10-11T21:32:22.666253,120.0,1
4397821_nba,4397821,nba,Nate Williams,Nate,Williams,G,19.0,True,205.0,77.0,26.0,1999-02-12T08:00Z,3.0,Rochester,NY,USA,,Buffalo,collegeAthlete,,,,,LAL,2025-10-11T21:32:22.666253,2084.0,1
4431687_nba,4431687,nba,Patrick Williams,Patrick,Williams,PF,44.0,True,215.0,80.0,24.0,2001-08-26T07:00Z,5.0,Charlotte,NC,USA,2020.0,Florida State,collegeAthlete,2020.0,1.0,4.0,CHI,CHI,2025-10-11T21:32:22.666253,52.0,1
6475_nba,6475,nba,Klay Thompson,Klay,Thompson,SG,31.0,True,220.0,77.0,35.0,1990-02-08T08:00Z,14.0,Los Angeles,CA,USA,2011.0,Washington State,collegeAthlete,2011.0,1.0,11.0,GS,DAL,2025-10-11T21:32:22.666253,265.0,1
4895758_nba,4895758,nba,Cody Williams,Cody,Williams,F,5.0,True,190.0,79.0,20.0,2004-11-20T08:00Z,1.0,Gilbert,AZ,USA,,Colorado,collegeAthlete,2024.0,1.0,10.0,UTAH,UTAH,2025-10-11T21:32:22.666253,38.0,1
4066218_nba,4066218,nba,Grant Williams,Grant,Williams,PF,2.0,True,236.0,78.0,26.0,1998-11-30T08:00Z,6.0,Charlotte,NC,USA,2019.0,Tennessee,collegeAthlete,2019.0,1.0,22.0,BOS,CHA,2025-10-11T21:32:22.666253,2633.0,1
4593803_nba,4593803,nba,Jalen Williams,Jalen,Williams,F,8.0,True,211.0,77.0,24.0,2001-04-14T07:00Z,3.0,Gilbert,AZ,USA,,Santa Clara,collegeAthlete,2022.0,1.0,12.0,OKC,OKC,2025-10-11T21:32:22.666253,2541.0,1
5230864_nba,5230864,nba,Tom Wilson,Tom,Wilson,F,12.0,True,,,,,,,,,,,,,,,,MEL,2025-10-11T21:32:22.666253,,1
5157587_nba,5157587,nba,Rocco Zikarsky,Rocco,Zikarsky,C,44.0,True,227.0,86.0,19.0,2006-07-11T07:00Z,,,,,,,,2025.0,2.0,45.0,CHI,MIN,2025-10-11T21:32:22.666253,,1
4683681_nba,4683681,nba,Fanbo Zeng,Fanbo,Zeng,F,12.0,True,199.0,83.0,22.0,2003-01-11T08:00Z,,,,,,,,,,,,BKN,2025-10-11T21:32:22.666253,,1
4706557_nba,4706557,nba,Chris Youngblood,Chris,Youngblood,G,3.0,True,221.0,76.0,23.0,2002-02-09T08:00Z,,Tuscaloosa,AL,USA,,Alabama,collegeAthlete,,,,,OKC,2025-10-11T21:32:22.666253,333.0,1
4017844_nba,4017844,nba,Guerschon Yabusele,Guerschon,Yabusele,F,28.0,True,265.0,80.0,29.0,1995-12-17T08:00Z,3.0,Versailles,,France,2017.0,,,2016.0,1.0,16.0,BOS,NY,2025-10-11T21:32:22.666253,,1
3064447_nba,3064447,nba,Delon Wright,Delon,Wright,G,3.0,False,185.0,77.0,33.0,1992-04-26T07:00Z,10.0,Los Angeles,CA,USA,2015.0,Utah,collegeAthlete,2015.0,1.0,20.0,TOR,IND,2025-10-11T21:32:22.666253,254.0,1
5107173_nba,5107173,nba,Danny Wolf,Danny,Wolf,F,2.0,True,254.0,84.0,21.0,2004-05-05T07:00Z,,Glencoe,IL,USA,,Michigan,collegeAthlete,2025.0,1.0,27.0,BKN,BKN,2025-10-11T21:32:22.666253,130.0,1
4432808_nba,4432808,nba,James Wiseman,James,Wiseman,C,11.0,True,240.0,83.0,24.0,2001-03-31T08:00Z,5.0,Nashville,TN,USA,2020.0,Memphis,collegeAthlete,2020.0,1.0,2.0,GS,IND,2025-10-11T21:32:22.666253,235.0,1
4395628_nba,4395628,nba,Zion Williamson,Zion,Williamson,PF,1.0,True,284.0,78.0,25.0,2000-07-06T07:00Z,6.0,Salisbury,NC,USA,2019.0,Duke,collegeAthlete,2019.0,1.0,1.0,NO,NO,2025-10-11T21:32:22.666253,150.0,1
4432823_nba,4432823,nba,Jaylin Williams,Jaylin,Williams,F,6.0,True,240.0,81.0,23.0,2002-06-29T07:00Z,3.0,Fort Smith,AR,USA,,Arkansas,collegeAthlete,2022.0,2.0,34.0,OKC,OKC,2025-10-11T21:32:22.666253,8.0,1
4397227_nba,4397227,nba,Vince Williams Jr.,Vince,Williams Jr.,G,5.0,True,205.0,76.0,25.0,2000-08-30T07:00Z,3.0,Toledo,OH,USA,,VCU,collegeAthlete,2022.0,2.0,47.0,MEM,MEM,2025-10-11T21:32:22.666253,2670.0,1
4066211_nba,4066211,nba,Robert Williams III,Robert,Williams III,C,35.0,True,249.0,81.0,27.0,1997-10-17T07:00Z,7.0,Shreveport,LA,USA,2018.0,Texas A&M,collegeAthlete,2018.0,1.0,27.0,BOS,POR,2025-10-11T21:32:22.666253,245.0,1
4433137_nba,4433137,nba,Ziaire Williams,Ziaire,Williams,F,1.0,True,185.0,81.0,24.0,2001-09-12T07:00Z,3.0,Lancaster,CA,USA,,Stanford,collegeAthlete,2021.0,1.0,10.0,NO,BKN,2025-10-11T21:32:22.666253,24.0,1
6474_nba,6474,nba,Tristan Thompson,Tristan,Thompson,C,13.0,False,254.0,81.0,34.0,1991-03-13T08:00Z,13.0,Brampton,ON,Canada,2011.0,Texas,collegeAthlete,2011.0,1.0,4.0,CLE,CLE,2025-10-11T21:32:22.666253,251.0,1
4395620_nba,4395620,nba,Hunter Tyson,Hunter,Tyson,F,5.0,True,215.0,80.0,25.0,2000-06-13T07:00Z,2.0,Monroe,NC,USA,,Clemson,collegeAthlete,2023.0,2.0,37.0,OKC,DEN,2025-10-11T21:32:22.666253,228.0,1
4278516_nba,4278516,nba,Ethan Thompson,Ethan,Thompson,G,55.0,True,195.0,77.0,26.0,1999-05-04T07:00Z,1.0,Los Angeles,CA,USA,,Oregon State,collegeAthlete,,,,,MIA,2025-10-11T21:32:22.666253,204.0,1
4684742_nba,4684742,nba,Ausar Thompson,Ausar,Thompson,F,9.0,True,205.0,78.0,22.0,2003-01-30T08:00Z,2.0,Oakland,CA,USA,,,,2023.0,1.0,5.0,DET,DET,2025-10-11T21:32:22.666253,,1
4279532_nba,4279532,nba,Stanley Umude,Stanley,Umude,G,17.0,True,210.0,78.0,26.0,1999-04-12T07:00Z,3.0,San Antonio,TX,USA,,Arkansas,collegeAthlete,,,,,SA,2025-10-11T21:32:22.666253,8.0,1
4683747_nba,4683747,nba,Jaylon Tyson,Jaylon,Tyson,F,20.0,True,215.0,78.0,22.0,2002-12-02T08:00Z,1.0,Plano,TX,USA,,California,collegeAthlete,2024.0,1.0,20.0,CLE,CLE,2025-10-11T21:32:22.666253,25.0,1
4683749_nba,4683749,nba,TyTy Washington Jr.,TyTy,Washington Jr.,G,14.0,False,195.0,75.0,23.0,2001-11-15T08:00Z,2.0,Phoenix,AZ,USA,,Kentucky,collegeAthlete,2022.0,1.0,29.0,MEM,LAC,2025-10-11T21:32:22.666253,96.0,1
3133628_nba,3133628,nba,Myles Turner,Myles,Turner,C,3.0,True,250.0,83.0,29.0,1996-03-24T08:00Z,10.0,Bedford,TX,USA,2015.0,Texas,collegeAthlete,2015.0,1.0,11.0,IND,MIL,2025-10-11T21:32:22.666253,251.0,1
4395724_nba,4395724,nba,Immanuel Quickley,Immanuel,Quickley,SG,5.0,True,190.0,74.0,26.0,1999-06-17T07:00Z,5.0,Havre De Grace,MD,USA,2020.0,Kentucky,collegeAthlete,2020.0,1.0,25.0,OKC,TOR,2025-10-11T21:32:22.666253,96.0,1
4432932_nba,4432932,nba,Max Abmas,Max,Abmas,G,30.0,True,175.0,72.0,24.0,2001-04-02T07:00Z,,Rockwall,TX,USA,,Texas,collegeAthlete,,,,,UTAH,2025-10-11T21:32:22.666253,251.0,1
4066240_nba,4066240,nba,Braxton Key,Braxton,Key,F,22.0,True,225.0,80.0,28.0,1997-02-14T08:00Z,4.0,Charlotte,NC,USA,,Virginia,collegeAthlete,,,,,MEM,2025-10-11T21:32:22.666253,258.0,1
4432872_nba,4432872,nba,Emanuel Miller,Emanuel,Miller,F,20.0,True,215.0,79.0,25.0,2000-06-19T07:00Z,1.0,Scarborough,ON,Canada,,TCU,collegeAthlete,,,,,CHI,2025-10-11T21:32:22.666253,2628.0,1
4997538_nba,4997538,nba,Karlo Matkovic,Karlo,Matkovic,C,17.0,True,231.0,82.0,24.0,2001-03-30T08:00Z,1.0,,,,,,,2022.0,2.0,52.0,NO,NO,2025-10-11T21:32:22.666253,,1
4683634_nba,4683634,nba,Bennedict Mathurin,Bennedict,Mathurin,SG,0.0,True,210.0,77.0,23.0,2002-06-19T07:00Z,3.0,Montreal,PQ,Canada,,Arizona,collegeAthlete,2022.0,1.0,6.0,IND,IND,2025-10-11T21:32:22.666253,12.0,1
3913180_nba,3913180,nba,Garrison Mathews,Garrison,Mathews,G,14.0,True,215.0,78.0,28.0,1996-10-24T07:00Z,6.0,Franklin,TN,USA,2019.0,Lipscomb,collegeAthlete,,,,,NY,2025-10-11T21:32:22.666253,288.0,1
4683934_nba,4683934,nba,Jahmai Mashack,Jahmai,Mashack,G,21.0,False,197.0,75.0,22.0,2002-11-10T08:00Z,,Fontana,CA,USA,,Tennessee,collegeAthlete,2025.0,2.0,59.0,HOU,MEM,2025-10-11T21:32:22.666253,2633.0,1
5241365_nba,5241365,nba,Mitch Mascari,Mitch,Mascari,G,,True,200.0,77.0,25.0,2000-08-21T07:00Z,,Geneva,IL,USA,,Drake,collegeAthlete,,,,,SAC,2025-10-11T21:32:22.666253,2181.0,1
4431828_nba,4431828,nba,KJ Martin,KJ,Martin,F,99.0,False,215.0,78.0,24.0,2001-01-06T08:00Z,4.0,West Hills,CA,USA,2020.0,,,2020.0,2.0,52.0,SAC,UTAH,2025-10-11T21:32:22.666253,,1
4684737_nba,4684737,nba,Jaylen Martin,Jaylen,Martin,G,,False,216.0,78.0,21.0,2004-01-28T08:00Z,,Tallahassee,FL,USA,,,,,,,,PHI,2025-10-11T21:32:22.666253,,1
