uuid,id,league,fullName,firstName,lastName,position,jersey,active,weight,height,age,dateOfBirth,experience_years,birthCity,birthState,birthCountry,debutYear,college,collegeId,college_source,draftYear,draftRound,draftPick,draftTeam,team,processed_ts,is_latest
5080212_nhl,5080212,nhl,Seamus Casey,Seamus,Casey,D,24.0,True,162.0,70.0,21.0,2004-01-08T08:00Z,2.0,Fort Myers,FL,USA,,,,,2022.0,2.0,46.0,NJ,NJ,2025-10-11T22:13:50.013680,1
3904181_nhl,3904181,nhl,Daniel Sprong,Daniel,Sprong,RW,10.0,False,195.0,72.0,28.0,1997-03-17T08:00Z,7.0,Amsterdam,,NED,2015.0,,,,2015.0,2.0,46.0,PIT,NJ,2025-10-11T22:13:50.013680,1
3150520_nhl,3150520,nhl,Juho Lammikko,Juho,Lammikko,LW,83.0,True,191.0,74.0,29.0,1996-01-29T08:00Z,4.0,Noormarkku,,FIN,2018.0,,,,2014.0,3.0,65.0,FLA,NJ,2025-10-11T22:13:50.013680,1
4233555_nhl,4233555,nhl,Nico Hischier,Nico,Hischier,C,13.0,True,175.0,73.0,26.0,1999-01-04T08:00Z,9.0,Naters,,SUI,2017.0,,,,2017.0,1.0,1.0,NJ,NJ,2025-10-11T22:13:50.013680,1
4063569_nhl,4063569,nhl,Zack MacEwen,Zack,MacEwen,RW,15.0,True,240.0,76.0,29.0,1996-07-08T07:00Z,7.0,Charlottetown,PE,CAN,2019.0,,,,,,,,NJ,2025-10-11T22:13:50.013680,1
4024972_nhl,4024972,nhl,Dennis Cholowski,Dennis,Cholowski,D,44.0,True,210.0,74.0,27.0,1998-02-15T08:00Z,6.0,Langley,BC,CAN,2018.0,St. Cloud State,2594.0,direct,2016.0,1.0,20.0,DET,NJ,2025-10-11T22:13:50.013680,1
3941125_nhl,3941125,nhl,Colton White,Colton,White,D,45.0,False,187.0,73.0,28.0,1997-05-03T07:00Z,3.0,London,ON,CAN,2019.0,,,,2015.0,4.0,97.0,NJ,NJ,2025-10-11T22:13:50.013680,1
3904190_nhl,3904190,nhl,Jonas Siegenthaler,Jonas,Siegenthaler,D,71.0,True,218.0,74.0,28.0,1997-05-06T07:00Z,8.0,Zurich,,SUI,2018.0,,,,2015.0,2.0,57.0,WSH,NJ,2025-10-11T22:13:50.013680,1
4268771_nhl,4268771,nhl,Jesper Bratt,Jesper,Bratt,LW,63.0,True,175.0,70.0,27.0,1998-07-30T07:00Z,9.0,Stockholm,,SWE,2017.0,,,,2016.0,6.0,162.0,NJ,NJ,2025-10-11T22:13:50.013680,1
3096235_nhl,3096235,nhl,Kevin Rooney,Kevin,Rooney,C,21.0,False,190.0,74.0,32.0,1993-05-21T07:00Z,,Canton,MA,USA,2017.0,Providence,2507.0,direct,,,,,NJ,2025-10-11T22:13:50.013680,1
4392740_nhl,4392740,nhl,Austin Strand,Austin,Strand,D,82.0,False,216.0,75.0,28.0,1997-02-17T08:00Z,,Calgary,AB,CAN,,,,,,,,,NJ,2025-10-11T22:13:50.013680,1
4331579_nhl,4331579,nhl,Paul Cotter,Paul,Cotter,C,47.0,True,213.0,74.0,25.0,1999-11-16T08:00Z,4.0,Canton,MI,USA,2018.0,,,,2018.0,4.0,115.0,VGK,NJ,2025-10-11T22:13:50.013680,1
3067951_nhl,3067951,nhl,Connor Brown,Connor,Brown,RW,16.0,True,184.0,72.0,31.0,1994-01-14T08:00Z,9.0,Toronto,ON,CAN,2016.0,,,,2012.0,6.0,156.0,TOR,NJ,2025-10-11T22:13:50.013680,1
3025535_nhl,3025535,nhl,Brett Pesce,Brett,Pesce,D,22.0,True,206.0,75.0,30.0,1994-11-15T08:00Z,11.0,Tarrytown,NY,USA,2015.0,New Hampshire,160.0,direct,2013.0,3.0,66.0,CAR,NJ,2025-10-11T22:13:50.013680,1
2590389_nhl,2590389,nhl,Ondrej Palat,Ondrej,Palat,LW,18.0,True,194.0,72.0,34.0,1991-03-28T08:00Z,14.0,Frydek-Mistek,,Czechoslovakia,2013.0,,,,2011.0,7.0,208.0,TB,NJ,2025-10-11T22:13:50.013680,1
2562623_nhl,2562623,nhl,Stefan Noesen,Stefan,Noesen,RW,11.0,True,205.0,73.0,32.0,1993-02-12T08:00Z,8.0,Plano,TX,USA,2015.0,,,,2011.0,1.0,21.0,OTT,NJ,2025-10-11T22:13:50.013680,1
2562605_nhl,2562605,nhl,Dougie Hamilton,Dougie,Hamilton,D,7.0,True,230.0,78.0,32.0,1993-06-17T07:00Z,14.0,Toronto,ON,CAN,2013.0,,,,2011.0,1.0,9.0,BOS,NJ,2025-10-11T22:13:50.013680,1
3899978_nhl,3899978,nhl,Timo Meier,Timo,Meier,RW,28.0,True,220.0,73.0,29.0,1996-10-08T07:00Z,10.0,St. Gallen,,SUI,2016.0,,,,2015.0,1.0,9.0,SJ,NJ,2025-10-11T22:13:50.013680,1
4233568_nhl,4233568,nhl,Cody Glass,Cody,Glass,C,12.0,True,201.0,75.0,26.0,1999-04-01T08:00Z,6.0,Winnipeg,MB,CAN,2019.0,,,,2017.0,1.0,6.0,VGK,NJ,2025-10-11T22:13:50.013680,1
4915855_nhl,4915855,nhl,Arseny Gritsyuk,Arseny,Gritsyuk,RW,81.0,True,174.0,70.0,24.0,2001-03-15T08:00Z,,Krasnoyarsk,,USSR,,,,,,,,,NJ,2025-10-11T22:13:50.013680,1
4268770_nhl,4268770,nhl,Nikita Popugaev,Nikita,Popugaev,LW,70.0,False,205.0,78.0,26.0,1998-11-20T08:00Z,,Moscow,,RUS,2017.0,,,,2017.0,4.0,98.0,NJ,NJ,2025-10-11T22:13:50.013680,1
4697691_nhl,4697691,nhl,Ethan Edwards,Ethan,Edwards,D,73.0,False,195.0,72.0,23.0,2002-06-06T07:00Z,,Grand Prairie,AB,CAN,,Michigan,130.0,direct,2020.0,4.0,120.0,NJ,NJ,2025-10-11T22:13:50.013680,1
4697401_nhl,4697401,nhl,Dawson Mercer,Dawson,Mercer,C,91.0,True,180.0,72.0,23.0,2001-10-27T07:00Z,5.0,Carbonear,NF,CAN,2020.0,,,,2020.0,1.0,18.0,NJ,NJ,2025-10-11T22:13:50.013680,1
4915344_nhl,4915344,nhl,Simon Nemec,Simon,Nemec,D,17.0,True,190.0,73.0,21.0,2004-02-15T08:00Z,3.0,Liptovsky Mikulas,,Czechoslovakia,,,,,2022.0,1.0,2.0,NJ,NJ,2025-10-11T22:13:50.013680,1
4894869_nhl,4894869,nhl,Dmitry Osipov,Dmitry,Osipov,D,32.0,False,229.0,76.0,29.0,1996-10-04T07:00Z,,Moscow,,RUS,,,,,,,,,NJ,2025-10-11T22:13:50.013680,1
4894716_nhl,4894716,nhl,Adam Scheel,Adam,Scheel,G,34.0,False,190.0,76.0,26.0,1999-05-01T07:00Z,,Lakewood,OH,USA,,,,,,,,,NJ,2025-10-11T22:13:50.013680,1
4874719_nhl,4874719,nhl,Luke Hughes,Luke,Hughes,D,43.0,True,198.0,74.0,22.0,2003-09-09T07:00Z,3.0,Canton,MI,USA,,Michigan,130.0,direct,2021.0,1.0,4.0,NJ,NJ,2025-10-11T22:13:50.013680,1
4808819_nhl,4808819,nhl,Mike Hardman,Mike,Hardman,LW,39.0,False,205.0,74.0,26.0,1999-02-05T08:00Z,1.0,Hanover,MA,USA,,Boston College,103.0,direct,,,,,NJ,2025-10-11T22:13:50.013680,1
4378684_nhl,4378684,nhl,Calen Addison,Calen,Addison,D,2.0,False,173.0,71.0,25.0,2000-04-11T07:00Z,4.0,Brandon,MB,CAN,2018.0,,,,2018.0,2.0,53.0,PIT,NJ,2025-10-11T22:13:50.013680,1
4587982_nhl,4587982,nhl,Jonathan Gruden,Jonathan,Gruden,C,46.0,False,172.0,72.0,25.0,2000-05-04T07:00Z,,Rochester,MI,USA,2018.0,,,,2018.0,4.0,95.0,OTT,NJ,2025-10-11T22:13:50.013680,1
5145509_nhl,5145509,nhl,Daylan Kuefler,Daylan,Kuefler,LW,52.0,True,196.0,74.0,23.0,2002-02-10T08:00Z,,Red Deer,AB,CAN,,,,,,,,,NYI,2025-10-11T22:13:50.013680,1
4997092_nhl,4997092,nhl,Brian Halonen,Brian,Halonen,LW,48.0,False,207.0,72.0,26.0,1999-01-11T08:00Z,,Delano,MN,USA,,Michigan Tech,2392.0,direct,,,,,NJ,2025-10-11T22:13:50.013680,1
4587933_nhl,4587933,nhl,Johnathan Kovacevic,Johnathan,Kovacevic,D,8.0,True,223.0,77.0,28.0,1997-07-12T07:00Z,4.0,Niagara Falls,ON,CAN,2017.0,Merrimack,2771.0,direct,2017.0,3.0,74.0,WPG,NJ,2025-10-11T22:13:50.013680,1
4587901_nhl,4587901,nhl,Nathan Legare,Nathan,Legare,RW,37.0,False,205.0,72.0,24.0,2001-01-11T08:00Z,,Montreal,QC,CAN,2019.0,,,,2019.0,3.0,74.0,PIT,NJ,2025-10-11T22:13:50.013680,1
4587869_nhl,4587869,nhl,Ryan Schmelzer,Ryan,Schmelzer,C,49.0,False,187.0,74.0,32.0,1993-07-28T07:00Z,,Buffalo,NY,USA,,Canisius,2099.0,direct,,,,,NJ,2025-10-11T22:13:50.013680,1
4587846_nhl,4587846,nhl,Yegor Zaitsev,Yegor,Zaitsev,C,,False,,,,,,,,,,,,,,,,,NJ,2025-10-11T22:13:50.013680,1
4565222_nhl,4565222,nhl,Jack Hughes,Jack,Hughes,C,86.0,True,175.0,71.0,24.0,2001-05-14T07:00Z,7.0,Orlando,FL,USA,2019.0,,,,2019.0,1.0,1.0,NJ,NJ,2025-10-11T22:13:50.013680,1
4697683_nhl,4697683,nhl,Nico Daws,Nico,Daws,G,50.0,False,205.0,76.0,24.0,2000-12-22T08:00Z,,Munich,,GER,,,,,2020.0,3.0,84.0,NJ,NJ,2025-10-11T22:13:50.013680,1
4587811_nhl,4587811,nhl,Gavin Hain,Gavin,Hain,D,,False,190.0,72.0,25.0,2000-04-03T07:00Z,,Grand Rapids,MN,USA,,,,,,,,,NYR,2025-10-11T22:13:50.013680,1
4587854_nhl,4587854,nhl,Alexander Romanov,Alexander,Romanov,D,28.0,True,220.0,73.0,25.0,2000-01-06T08:00Z,6.0,Moscow,,RUS,2018.0,,,,2018.0,2.0,38.0,MTL,NYI,2025-10-11T22:13:50.013680,1
5452_nhl,5452,nhl,Jacob Markstrom,Jacob,Markstrom,G,25.0,True,207.0,78.0,35.0,1990-01-31T08:00Z,13.0,Gavle,,SWE,2011.0,,,,2008.0,2.0,31.0,FLA,NJ,2025-10-11T22:13:50.013680,1
5173613_nhl,5173613,nhl,Eetu Liukas,Eetu,Liukas,LW,49.0,False,205.0,75.0,23.0,2002-09-25T07:00Z,,,,,,,,,,,,,NYI,2025-10-11T22:13:50.013680,1
5302535_nhl,5302535,nhl,Maxim Shabanov,Maxim,Shabanov,RW,49.0,True,167.0,69.0,25.0,2000-10-07T07:00Z,,Chelyabinsk,,RUS,,,,,,,,,NYI,2025-10-11T22:13:50.013680,1
3114769_nhl,3114769,nhl,Tony DeAngelo,Tony,DeAngelo,D,77.0,True,190.0,72.0,29.0,1995-10-24T07:00Z,9.0,Sewell,NJ,USA,2016.0,,,,2014.0,1.0,19.0,TB,NYI,2025-10-11T22:13:50.013680,1
4565244_nhl,4565244,nhl,Simon Holmstrom,Simon,Holmstrom,RW,10.0,True,208.0,73.0,24.0,2001-05-24T07:00Z,4.0,Tranas,,SWE,2019.0,,,,2019.0,1.0,23.0,NYI,NYI,2025-10-11T22:13:50.013680,1
4393199_nhl,4393199,nhl,Kyle MacLean,Kyle,MacLean,C,32.0,True,190.0,73.0,26.0,1999-04-29T07:00Z,3.0,Livingston,NJ,USA,,,,,,,,,NYI,2025-10-11T22:13:50.013680,1
4352706_nhl,4352706,nhl,Adam Boqvist,Adam,Boqvist,D,34.0,True,195.0,72.0,25.0,2000-08-15T07:00Z,7.0,Falun,,SWE,2019.0,,,,2018.0,1.0,8.0,CHI,NYI,2025-10-11T22:13:50.013680,1
4063288_nhl,4063288,nhl,David Rittich,David,Rittich,G,33.0,True,200.0,75.0,33.0,1992-08-19T07:00Z,9.0,Jihlava,,Czechoslovakia,2017.0,,,,,,,,NYI,2025-10-11T22:13:50.013680,1
3941966_nhl,3941966,nhl,Ethan Bear,Ethan,Bear,D,74.0,True,219.0,71.0,28.0,1997-06-26T07:00Z,7.0,Regina,SK,CAN,2018.0,,,,2015.0,5.0,124.0,EDM,NYI,2025-10-11T22:13:50.013680,1
5103547_nhl,5103547,nhl,Marc Gatcomb,Marc,Gatcomb,C,16.0,True,200.0,74.0,26.0,1999-07-22T07:00Z,2.0,Woburn,MA,USA,,UConn,41.0,direct,,,,,NYI,2025-10-11T22:13:50.013680,1
3899946_nhl,3899946,nhl,Mathew Barzal,Mathew,Barzal,C,13.0,True,186.0,73.0,28.0,1997-05-26T07:00Z,9.0,Coquitlam,BC,CAN,2016.0,,,,2015.0,1.0,16.0,NYI,NYI,2025-10-11T22:13:50.013680,1
3069621_nhl,3069621,nhl,Adam Pelech,Adam,Pelech,D,3.0,True,212.0,75.0,31.0,1994-08-16T07:00Z,10.0,Toronto,ON,CAN,2015.0,,,,2012.0,3.0,65.0,NYI,NYI,2025-10-11T22:13:50.013680,1
5212753_nhl,5212753,nhl,Maxim Tsyplakov,Maxim,Tsyplakov,RW,7.0,True,203.0,75.0,27.0,1998-09-19T07:00Z,2.0,Moscow,,RUS,,,,,,,,,NYI,2025-10-11T22:13:50.013680,1
3042086_nhl,3042086,nhl,Anthony Duclair,Anthony,Duclair,LW,11.0,True,198.0,72.0,30.0,1995-08-26T07:00Z,12.0,Pointe-Claire,QC,CAN,2014.0,,,,2013.0,3.0,80.0,NYR,NYI,2025-10-11T22:13:50.013680,1
3042084_nhl,3042084,nhl,Marcus Hogberg,Marcus,Hogberg,G,50.0,True,232.0,77.0,30.0,1994-11-25T08:00Z,4.0,Orebro,,SWE,2018.0,,,,2013.0,3.0,78.0,OTT,NYI,2025-10-11T22:13:50.013680,1
3042019_nhl,3042019,nhl,Ryan Pulock,Ryan,Pulock,D,6.0,True,219.0,73.0,31.0,1994-10-06T07:00Z,10.0,Dauphin,MB,CAN,2016.0,,,,2013.0,1.0,15.0,NYI,NYI,2025-10-11T22:13:50.013680,1
3042002_nhl,3042002,nhl,Bo Horvat,Bo,Horvat,C,14.0,True,225.0,73.0,30.0,1995-04-05T07:00Z,12.0,London,ON,CAN,2014.0,,,,2013.0,1.0,9.0,VAN,NYI,2025-10-11T22:13:50.013680,1
3041971_nhl,3041971,nhl,Jonathan Drouin,Jonathan,Drouin,LW,29.0,True,189.0,71.0,30.0,1995-03-28T08:00Z,12.0,Saint-Agathe-des-Monts,QC,CAN,2014.0,,,,2013.0,1.0,3.0,TB,NYI,2025-10-11T22:13:50.013680,1
3151981_nhl,3151981,nhl,Ilya Sorokin,Ilya,Sorokin,G,30.0,True,189.0,75.0,30.0,1995-08-04T07:00Z,6.0,Mezhdurechensk,,RUS,2020.0,,,,2014.0,3.0,78.0,NYI,NYI,2025-10-11T22:13:50.013680,1
4272031_nhl,4272031,nhl,Blake Hillman,Blake,Hillman,D,55.0,False,193.0,73.0,29.0,1996-01-26T08:00Z,,Elk River,MN,USA,2016.0,Denver,2172.0,direct,2016.0,6.0,173.0,CHI,NYR,2025-10-11T22:13:50.013680,1
3988772_nhl,3988772,nhl,Casey Fitzgerald,Casey,Fitzgerald,D,45.0,False,185.0,71.0,28.0,1997-02-25T08:00Z,3.0,Boca Raton,FL,USA,2016.0,Boston College,103.0,direct,2016.0,3.0,86.0,BUF,NYR,2025-10-11T22:13:50.013680,1
5793_nhl,5793,nhl,Anders Lee,Anders,Lee,LW,27.0,True,234.0,75.0,35.0,1990-07-03T07:00Z,13.0,Edina,MN,USA,2013.0,Notre Dame,87.0,direct,2009.0,6.0,151.0,NYI,NYI,2025-10-11T22:13:50.013680,1
5275419_nhl,5275419,nhl,Callum Tung,Callum,Tung,G,,False,,75.0,,,,Port Moody,BC,CAN,,UConn,41.0,direct,,,,,NYR,2025-10-11T22:13:50.013680,1
4697447_nhl,4697447,nhl,Emil Heineman,Emil,Heineman,LW,51.0,True,204.0,74.0,23.0,2001-11-16T08:00Z,2.0,Leksand,,SWE,,,,,2020.0,2.0,43.0,FLA,NYI,2025-10-11T22:13:50.013680,1
3067879_nhl,3067879,nhl,Justin Dowling,Justin,Dowling,C,37.0,False,180.0,70.0,35.0,1990-10-01T07:00Z,5.0,Calgary,AB,CAN,2016.0,,,,,,,,NYR,2025-10-11T22:13:50.013680,1
3042283_nhl,3042283,nhl,Anton Blidh,Anton,Blidh,LW,25.0,False,120.0,72.0,30.0,1995-03-14T08:00Z,6.0,Molnlycke,,SWE,2016.0,,,,2013.0,6.0,180.0,BOS,NYR,2025-10-11T22:13:50.013680,1
3025200_nhl,3025200,nhl,Andrej Sustr,Andrej,Sustr,D,29.0,False,225.0,80.0,34.0,1990-11-29T08:00Z,,Plzen,,CZE,2013.0,Omaha,2437.0,direct,,,,,NYR,2025-10-11T22:13:50.013680,1
2976834_nhl,2976834,nhl,Derrick Pouliot,Derrick,Pouliot,D,51.0,False,196.0,72.0,31.0,1994-01-16T08:00Z,9.0,Estevan,SK,CAN,2014.0,,,,2012.0,1.0,8.0,PIT,NYR,2025-10-11T22:13:50.013680,1
5266_nhl,5266,nhl,Calvin de Haan,Calvin,de Haan,D,44.0,False,192.0,73.0,34.0,1991-05-09T07:00Z,12.0,Carp,ON,CAN,2011.0,,,,2009.0,1.0,12.0,NYI,NYR,2025-10-11T22:13:50.013680,1
5291933_nhl,5291933,nhl,Matthew Schaefer,Matthew,Schaefer,D,48.0,True,186.0,74.0,18.0,2007-09-05T07:00Z,,Hamilton,ON,CAN,,,,,2025.0,1.0,1.0,NYI,NYI,2025-10-11T22:13:50.013680,1
3024837_nhl,3024837,nhl,Chad Ruhwedel,Chad,Ruhwedel,D,5.0,False,191.0,71.0,35.0,1990-05-07T07:00Z,12.0,San Diego,CA,USA,2013.0,UMass Lowell,2349.0,direct,,,,,NYR,2025-10-11T22:13:50.013680,1
2563069_nhl,2563069,nhl,Scott Mayfield,Scott,Mayfield,D,24.0,True,215.0,76.0,32.0,1992-10-14T07:00Z,10.0,St. Louis,MO,USA,2014.0,Denver,2172.0,direct,2011.0,2.0,34.0,NYI,NYI,2025-10-11T22:13:50.013680,1
2560083_nhl,2560083,nhl,Louis Domingue,Louis,Domingue,G,70.0,False,209.0,75.0,33.0,1992-03-06T08:00Z,,Saint-Hyacinthe,QC,CAN,2015.0,,,,2010.0,5.0,138.0,PHX,NYR,2025-10-11T22:13:50.013680,1
