player_id,birth_city,depth_chart_order,height,team_changed_at,injury_body_part,depth_chart_position,search_rank,fantasy_data_id,competitions,rotowire_id,injury_status,college,stats_id,sportradar_id,active,practice_participation,practice_description,injury_notes,espn_id,swish_id,weight,player_id,years_exp,team,birth_state,team_abbr,birth_country,status,opta_id,sport,kalshi_id,gsis_id,news_updated,hashtag,birth_date,yahoo_id,fantasy_positions,last_name,metadata,number,pandascore_id,full_name,high_school,rotoworld_id,search_first_name,injury_start_date,oddsjam_id,position,age,first_name,search_last_name,search_full_name
7311,,,74,,,,9999999.0,22303.0,[],14902.0,,UNLV,,3f95afdc-2140-424b-8250-7d4e273c2efc,True,,,,3921709.0,881687.0,211,7311,4.0,,,,,Active,,nfl,,,1721609703351.0,#javinwhite-NFL-FA-60,1997-02-21,33318.0,"['DB', 'LB']",White,"{'channel_id': '1116853366710861824', 'rookie_year': '2020'}",60.0,,Javin White,McClymonds (CA),,javin,,8ADDCA292DD5,LB,27.0,Javin,white,javinwhite
2091,,,71,,,,9999999.0,16407.0,[],9648.0,,Clemson,560235.0,ba905b34-8412-4553-9055-3460368cc608,True,,,,16890.0,560235.0,197,2091,8.0,ARI,,,,Active,,nfl,, 00-0031052,1641345029845.0,#bashaudbreeland-NFL-ARI-24,1992-01-30,27630.0,['DB'],Breeland,{'channel_id': '1116852779298586624'},24.0,,Bashaud Breeland,Allendale-Fairfax (SC),9585.0,bashaud,,,CB,30.0,Bashaud,breeland,bashaudbreeland
13175,,,76,,,,9999999.0,,[],,,Tennessee-Martin,,b1b21920-2b81-11f0-a7dc-b36f60eb4d60,True,,,,,,215,13175,0.0,,,,,Active,,nfl,,,,#kinkeaddent-NFL-FA,2000-07-27,,['QB'],Dent,"{'channel_id': '1225943136610562048', 'rookie_year': '0'}",,,Kinkead Dent,Jackson Academy (MS),,kinkead,,,QB,24.0,Kinkead,dent,kinkeaddent
11533,,1.0,75,,,K,100.0,,[],17649.0,,Notre Dame,,110e6fe0-1c34-11ee-8294-af17faac15de,True,,,,,1454349.0,218,11533,2.0,DAL,,,,Active,,nfl,8ab98460-cf9f-4895-a793-c2deda5b200b,,1759171556761.0,#brandonaubrey-NFL-DAL-17,1995-03-14,,['K'],Aubrey,"{'channel_id': '1113708850915078145', 'rookie_year': '2023'}",17.0,,Brandon Aubrey,Plano Senior (TX),,brandon,,872D94B3727D,K,30.0,Brandon,aubrey,brandonaubrey
2508,,,"6'1""",,,,9999999.0,16967.0,[],10372.0,,Georgia,,faf5f854-73af-4ab9-8f19-95ea75431d45,False,,,,2578542.0,,249,2508,5.0,,,,,Inactive,,nfl,,,,#amarloherrera-NFL-FA-56,1991-09-20,28595.0,['LB'],Herrera,,56.0,,Amarlo Herrera,North Clayton,,amarlo,,,LB,28.0,Amarlo,herrera,amarloherrera
2199,,,74,,,,9999999.0,16570.0,[],9378.0,,Boston College,498200.0,25a958c9-4035-43ad-8c9c-1309ea592e66,True,,,,17141.0,,253,2199,8.0,,,,,Inactive,,nfl,,00-0031255,1572497732686.0,#kasimedebali-NFL-FA-95,1989-08-17,27923.0,"['DL', 'LB']",Edebali,{'channel_id': '1116852786479235072'},95.0,,Kasim Edebali,Kimball Union (NH),,kasim,,,DE,32.0,Kasim,edebali,kasimedebali
2881,,,"6'2""",,,,9999999.0,17349.0,[],10861.0,,New Mexico Highlands,542556.0,f02407dd-c6d9-4c88-885b-0fcf87fcbb33,False,,,,2516911.0,,215,2881,1.0,,,,,Inactive,,nfl,,,,#tylerslavin-NFL-FA-13,1992-01-29,29002.0,['WR'],Slavin,,13.0,,Tyler Slavin,,,tyler,,,WR,26.0,Tyler,slavin,tylerslavin
2064,,1.0,75,,Thigh,LOLB,570.0,16366.0,[],9344.0,Doubtful,Boise State,,3e3bd10a-6462-47f8-8938-42518781d060,True,,,,16802.0,651780.0,254,2064,11.0,SEA,,,,Active,,nfl,8657e120-393b-46b0-bd01-5f2dd6b4aca1,00-0031411,1759190745155.0,#demarcuslawrence-NFL-SEA-0,1992-04-28,27562.0,['DL'],Lawrence,"{'channel_id': '1113708852156592128', 'rookie_year': '2014'}",0.0,,DeMarcus Lawrence,Silver Bluff (SC),9633.0,demarcus,,4306CF8AB318,DE,33.0,DeMarcus,lawrence,demarcuslawrence
1284,,,"5'8""",,,,9999999.0,14731.0,[],8086.0,,North Texas,468901.0,9f0f0495-b5b8-45c2-866b-02d9f96087f7,False,,,,15369.0,,187,1284,8.0,,,,,Inactive,,nfl,,,1520632201229.0,#lancedunbar-NFL-FA-25,1990-01-25,26064.0,['RB'],Dunbar,,25.0,,Lance Dunbar,Haltom (TX),7798.0,lance,,,RB,30.0,Lance,dunbar,lancedunbar
2801,,,72,,Undisclosed,,9999999.0,17269.0,[],10243.0,Questionable,Alabama,557177.0,e0abf267-f265-4682-9bb7-72bbcefda451,True,,,,2515962.0,,195,2801,7.0,,,,,Inactive,,nfl,,00-0031511,1598920530064.0,#deandrewwhite-NFL-FA-18,1991-10-16,28800.0,['WR'],White,{'channel_id': '1116852821904326656'},18.0,,DeAndrew White,North Shore (TX),,deandrew,,,WR,30.0,DeAndrew,white,deandrewwhite
4501,,,74,,,,1257.0,19373.0,[],12173.0,,Auburn,,87c4b182-e4bc-4f35-97ec-8537a2665875,True,,,,3121581.0,835146.0,294,4501,5.0,,,,,Active,,nfl,,00-0033501,1627877117922.0,#devaroelawrence-NFL-FA-0,1992-10-13,30412.0,['DL'],Lawrence,{'channel_id': '1116852977559142400'},0.0,,Devaroe Lawrence,Carolina (SC),,devaroe,,,DT,29.0,Devaroe,lawrence,devaroelawrence
5852,,,71,,,,9999999.0,21020.0,[],13475.0,,Georgia,,02d1b3c3-f292-4174-89fa-9ecc6286adb0,True,,,,3915163.0,880521.0,186,5852,3.0,,,,,Active,,nfl,, 00-0035684,1660181717555.0,#deandrebaker-NFL-FA-30,1997-09-04,31862.0,['DB'],Baker,{'channel_id': '1116853171138854912'},30.0,,DeAndre Baker,Miami Northwestern (FL),,deandre,,,CB,24.0,DeAndre,baker,deandrebaker
1073,,,"6'6""",,,,9999999.0,13881.0,[],,,SMU,460898.0,c2c65162-07df-48fb-93ce-86f340afb688,False,,,,15067.0,,268,1073,3.0,,,,,Inactive,,nfl,,,,#taylorthompson-NFL-FA-84,1989-10-19,,['TE'],Thompson,,84.0,,Taylor Thompson,,,taylor,,,TE,27.0,Taylor,thompson,taylorthompson
3374,,,72,,Undisclosed,,9999999.0,18135.0,[],11170.0,Questionable,USC,691066.0,e431a42b-5abe-49de-9c8c-f143f393591c,True,,,,2971603.0,691066.0,188,3374,9.0,,,,,Inactive,,nfl,d3ace602-f6d2-49e5-8f05-b9573ecabf9a,00-0032942,1755740717239.0,#kevonseymour-NFL-FA-29,1993-11-30,29452.0,['DB'],Seymour,"{'channel_id': '1116852856238899200', 'rookie_year': '2016'}",29.0,,Kevon Seymour,Muir (CA),,kevon,,0B131E4B26AA,CB,31.0,Kevon,seymour,kevonseymour
8012,,,70,,,,,,[],15702.0,,Louisiana-Monroe,,a01a9064-c0c3-4f3e-8753-89f5859879f9,True,,,,,1067387.0,183,8012,1.0,,,,,Active,,nfl,,,,#coreystraughter-NFL-FA-0,1998-10-16,,['DB'],Straughter,{'channel_id': '1116853451070898176'},0.0,,Corey Straughter,Neville (LA),,corey,,,CB,23.0,Corey,straughter,coreystraughter
7918,,,73,,,,311.0,,[],15350.0,,Kentucky,,aa9c3e2b-711b-44ed-9cb3-0fbed3f2fead,True,,,,,920059.0,212,7918,1.0,,,,,Active,,nfl,,,1661021115529.0,#ajrose-NFL-FA-24,1997-10-14,,['RB'],Rose,{'channel_id': '1116853435631665152'},24.0,,A.J. Rose,Garfield Heights (OH),,aj,,,RB,24.0,A.J.,rose,ajrose
777,,,"6'8""",,,,9999999.0,12610.0,[],7124.0,,Colorado State,,dc310df5-3ada-4b4f-8f79-2db2cc603ff8,False,,,,9399.0,,316,777,15.0,,,,,Inactive,,nfl,,,,#erikpears-NFL-FA-71,1982-06-25,7588.0,['OL'],Pears,,71.0,,Erik Pears,John F. Kennedy (CO),,erik,,,T,38.0,Erik,pears,erikpears
13229,,,74,,,,9999999.0,,[],19197.0,,South Florida,,3e838e40-4637-11f0-8b96-73caf6d6c117,True,,,,,,290,13229,0.0,,,,,Active,,nfl,7b611cb8-466d-4ebe-8f89-c68258095c93,,1756107953603.0,#decariushawthorne-NFL-FA-92,,,['DL'],Hawthorne,"{'channel_id': '1238264321964769280', 'rookie_year': '2025'}",92.0,,Decarius Hawthorne,Center Point (AL),,decarius,,,DL,,Decarius,hawthorne,decariushawthorne
5428,,,75,,,,9999999.0,20526.0,[],13096.0,,Georgia Tech,748570.0,e5395ca3-47d0-403b-84f5-41bfeba78e67,True,,,,3055908.0,,212,5428,4.0,,,,,Active,,nfl,,,1535476203701.0,#rickyjeune-NFL-FA-2,1993-12-03,31388.0,['WR'],Jeune,{'channel_id': '1116853100703907840'},2.0,,Ricky Jeune,Saint Joseph Regional (NJ),,ricky,,,WR,28.0,Ricky,jeune,rickyjeune
1982,,,72,,,,9999999.0,16249.0,[],9337.0,,Oklahoma,542873.0,76c630cf-0fd3-4210-a73d-9347da9d9d66,True,,,,16900.0,,191,1982,8.0,,,,,Active,,nfl,,00-0031259,1599351058114.0,#aaroncolvin-NFL-FA-34,1991-10-02,27642.0,['DB'],Colvin,{'channel_id': '1116852771618816000'},34.0,,Aaron Colvin,Owasso (OK),9348.0,aaron,,,CB,30.0,Aaron,colvin,aaroncolvin
12376,,,71,,,,9999999.0,,[],,,Purdue,,07923890-0e3a-11ef-9a4a-c565d3259077,True,,,,,,185,12376,1.0,,,,,Active,,nfl,,,,#marquiswilson-NFL-FA,,,['DB'],Wilson,"{'channel_id': '1116852724273512448', 'rookie_year': '2024'}",,,Marquis Wilson,Avon Old Farms (CT),,marquis,,,DB,,Marquis,wilson,marquiswilson
7882,,,75,,,,,,[],15476.0,,Illinois State,,2b02fad4-574c-4a40-ab7d-43aca2142b66,True,,,,,943834.0,195,7882,1.0,,,,,Active,,nfl,,,,#christianuphoff-NFL-FA-0,1998-01-22,,['DB'],Uphoff,{'channel_id': '1116853428480376832'},0.0,,Christian Uphoff,Washington (IL),,christian,,,DB,23.0,Christian,uphoff,christianuphoff
8733,,2.0,73,,,RILB,9999999.0,,[],16270.0,,Iowa State,,0c7ceb00-d207-11ec-ab20-b37737d70cc4,True,,,,,1058624.0,235,8733,3.0,BAL,,,,Active,,nfl,4c9cd475-5b22-4560-959d-52b91a7344cd,,1753806622728.0,#jakehummel-NFL-BAL-35,1999-01-04,,['LB'],Hummel,"{'channel_id': '1113708701300060160', 'rookie_year': '2022'}",35.0,,Jake Hummel,Dowling Catholic (IA),,jake,,6592B272CCBB,LB,26.0,Jake,hummel,jakehummel
13221,,,72,,,,999.0,,[],19192.0,,Miami (OH),,08f0fef0-3748-11f0-9677-41d005293433,True,,,,,,206,13221,0.0,,,,,Active,,nfl,b78d326c-47b1-4197-bfba-8e3c393cbd39,,1754250907948.0,#brettgabbert-NFL-FA-16,2000-08-04,,['QB'],Gabbert,"{'channel_id': '1231394003711180800', 'rookie_year': '0'}",16.0,,Brett Gabbert,Christian Brothers College (MO),,brett,,0D57BED3D0B2DB99,QB,24.0,Brett,gabbert,brettgabbert
11522,,,75,,,,622.0,,[],17644.0,,Kutztown,,64c0ef00-fa65-11ed-b161-c5ef733b4e80,True,,,,,1448292.0,210,11522,1.0,,,,,Active,,nfl,,,1693334405078.0,#jeromekapp-NFL-FA-31,1999-04-07,,['WR'],Kapp,{'channel_id': '1116852698889584640'},31.0,,Jerome Kapp,Boyertown Area Senior (PA),,jerome,,,WR,24.0,Jerome,kapp,jeromekapp
2474,,,76,,,,9999999.0,16931.0,[],10252.0,,Delaware,608753.0,9480dd9f-151f-4e6d-b5a3-35f07bda4cac,True,,,,2574591.0,608753.0,261,2474,8.0,,,,,Active,,nfl,,00-0031598,1673388617497.0,#nickboyle-NFL-FA-86,1993-02-17,28559.0,['TE'],Boyle,{'channel_id': '1116852808646131712'},86.0,,Nick Boyle,High Point Regional (NJ),10547.0,nick,,,TE,29.0,Nick,boyle,nickboyle
8852,,,76,,,,9999999.0,,[],,,Arkansas,,c22d7080-d3b2-11ec-96a0-c3471a31202c,True,,,,,1060719.0,299,8852,0.0,,,,,Active,,nfl,,,,#tyclary-NFL-FA-0,1999-05-07,,['OL'],Clary,"{'channel_id': '1116853538769600512', 'rookie_year': ''}",0.0,,Ty Clary,Fayetteville (AR),,ty,,,OL,25.0,Ty,clary,tyclary
8809,,,70,,,,672.0,,[],16367.0,,Harvard,,c09be300-d30d-11ec-8b77-45b1765fd110,True,,,,,1051044.0,195,8809,3.0,,,,,Active,,nfl,5933b078-dcce-4bfe-9d7f-a50bac96cfe3,,1756225808845.0,#aaronshampklin-NFL-FA-48,1999-10-18,,['RB'],Shampklin,"{'channel_id': '1113708820732866560', 'rookie_year': '2022'}",48.0,,Aaron Shampklin,Long Beach Polytechnic (CA),,aaron,,8C27E3A10D7A,RB,25.0,Aaron,shampklin,aaronshampklin
9487,,4.0,70,,,SWR,444.0,,[],16690.0,,Penn State,,c05863ec-3414-4ae6-a8d2-830aed99b6d3,True,,,,,1229074.0,204,9487,2.0,JAX,,,,Active,,nfl,6599a162-f520-46bf-8858-83777c92bd54,,1759127452906.0,#parkerwashington-NFL-JAX-11,2002-03-21,,['WR'],Washington,"{'channel_id': '1113708892983947264', 'rookie_year': '2023'}",11.0,,Parker Washington,Travis (TX),,parker,,6C394246A6D8,WR,23.0,Parker,washington,parkerwashington
6923,,1.0,71,,,FS,624.0,21931.0,[],14474.0,,Iowa,,95f3b8ac-e10f-4f0d-8650-b464b37ded86,True,,,,4240575.0,1059222.0,210,6923,5.0,CIN,,,,Active,,nfl,8501baf3-7e07-4cad-b179-fff54a63eb89,,1755272458117.0,#genostone-NFL-CIN-22,1999-04-19,32889.0,['DB'],Stone,"{'channel_id': '1113708806937800704', 'rookie_year': '2020'}",22.0,,Geno Stone,New Castle (PA),,geno,,403AA74AF980,DB,26.0,Geno,stone,genostone
1907,,,"6'0""",,,,9999999.0,16135.0,[],9246.0,,Texas A&M,593578.0,7ebbfdef-1185-4896-a323-e6d5669a8345,False,,,,16736.0,,210,1907,6.0,,,,,Inactive,,nfl,,,1552834853016.0,#johnnymanziel-NFL-FA-2,1992-12-06,27550.0,['QB'],Manziel,,2.0,,Johnny Manziel,Tivy (TX),9271.0,johnny,,,QB,27.0,Johnny,manziel,johnnymanziel
7325,,,76,,,,9999999.0,22317.0,[],15065.0,,Northwestern,,bab100c6-1a6c-4411-9286-f719244f5d35,True,,,,3915990.0,880210.0,280,7325,5.0,,,,,Active,,nfl,74473a55-e757-43b5-b910-0c00eabafb72,,1754644241341.0,#joegaziano-NFL-FA-90,1996-09-27,32982.0,['DL'],Gaziano,"{'channel_id': '1116853369403604992', 'rookie_year': '2020'}",90.0,,Joe Gaziano,Xaverian Brothers (MA),,joe,,4F578D605AAF,DE,28.0,Joe,gaziano,joegaziano
8716,,,78,,,,9999999.0,,[],16329.0,,Miami (FL),,120caef0-ce1c-11ec-bebb-4fec1e38b0e5,True,,,,,877900.0,308,8716,1.0,,,,,Active,,nfl,,,1691094646911.0,#jarridwilliams-NFL-FA-76,1997-07-02,,['OL'],Williams,{'channel_id': '1116853519173812224'},76.0,,Jarrid Williams,Cedar Hill (TX),,jarrid,,,OL,26.0,Jarrid,williams,jarridwilliams
6648,,,80,,,,9999999.0,21539.0,[],14291.0,,Toledo,,89fc014a-7d41-40c9-90d1-1459286813e2,True,,,,3122934.0,,325,6648,3.0,,,,,Active,,nfl,, 00-0035477,,#brockruble-NFL-FA-72,1996-01-07,32485.0,['OL'],Ruble,{'channel_id': '1116853286427688960'},72.0,,Brock Ruble,DeMatha Catholic,,brock,,,OT,26.0,Brock,ruble,brockruble
3342,,,67,,,,662.0,18103.0,[],10990.0,,Texas Tech,605325.0,5de11f0b-8da9-42ba-9a93-db7f0a58543b,True,,,,2577641.0,605325.0,172,3342,8.0,,,,,Active,,nfl,,00-0032791,1734242151808.0,#jakeemgrant-NFL-FA-84,1992-10-30,29420.0,['WR'],Grant,"{'channel_id': '1116852852942176256', 'rookie_year': '2016'}",84.0,,Jakeem Grant,Horn (TX),11475.0,jakeem,,2CDE42756969,WR,32.0,Jakeem,grant,jakeemgrant
1684,,,75,,,,763.0,15509.0,[],9046.0,,Clemson,463514.0,51952c7b-11c5-4229-baf9-08d4694cc2ad,True,,,,16172.0,,205,1684,9.0,,,,,Active,,nfl,,00-0030300,1602620149319.0,#jaronbrown-NFL-FA-18,1990-01-08,27074.0,['WR'],Brown,{'channel_id': '1116852755042926592'},18.0,,Jaron Brown,Cheraw (SC),8869.0,jaron,,,WR,32.0,Jaron,brown,jaronbrown
3268,,1.0,71,,Neck,SS,9999999.0,18029.0,[],11141.0,Questionable,Minnesota,,16e4ffec-959d-4210-8702-36c0bf20dda5,True,,,,2970716.0,651636.0,199,3268,9.0,JAX,,,,Active,,nfl,99a4e7d9-42da-4f89-8633-f7a6dddade6a,00-0033038,1759096848743.0,#ericmurray-NFL-JAX-29,1994-01-07,29340.0,['DB'],Murray,"{'channel_id': '1113708783088988160', 'rookie_year': '2016'}",29.0,,Eric Murray,Riverside (WI),,eric,,DFF0CE83247F,DB,31.0,Eric,murray,ericmurray
4449,,,72,,,,500.0,19310.0,[],12428.0,,Greenville,,7c1a8ecd-e3e5-4123-b89f-36e58b99126f,True,,,,4232830.0,1050219.0,216,4449,8.0,,,,,Active,,nfl,,00-0033445,1735865416050.0,#nicholasmorrow-NFL-FA-43,1995-07-10,30633.0,['LB'],Morrow,"{'channel_id': '1113708756631318529', 'rookie_year': '2017'}",43.0,,Nicholas Morrow,Huntsville (AL),,nicholas,,DB8EDD57A8EC,LB,29.0,Nicholas,morrow,nicholasmorrow
11072,,,76,,,,9999999.0,,[],17615.0,,Bowie State,,fa4e3720-e760-11ed-a510-95de71e69612,True,,,,,1334826.0,280,11072,1.0,,,,,Active,,nfl,,,1700343030178.0,#joshuapryor-NFL-FA-47,1999-10-25,,['DL'],Pryor,"{'channel_id': '1116852648922841088', 'rookie_year': '2023'}",47.0,,Joshua Pryor,Paul Laurence Dunbar (MD),,joshua,,C7E7375D12FB,DL,24.0,Joshua,pryor,joshuapryor
6918,,4.0,71,,Ankle,RB,578.0,21843.0,[],14453.0,IR,Washington,,0dbbd211-0372-4751-9751-e4df4ab1f8eb,True,,,,4243315.0,1049246.0,197,6918,5.0,IND,,,,Inactive,,nfl,bcea8876-5fa5-4a1b-a7e5-c182a2a2bc35,,1754694945192.0,#salvonahmed-NFL-IND-36,1998-12-30,33265.0,['RB'],Ahmed,"{'channel_id': '1113708735169064960', 'rookie_year': '2020'}",36.0,,Salvon Ahmed,Juanita (WA),,salvon,,998715B4D91F,RB,26.0,Salvon,ahmed,salvonahmed
6137,,,77,,Undisclosed,,9999999.0,20957.0,[],13667.0,Out,Boston College,836094.0,ec63ee49-3a03-44ca-a083-3916f0bccd76,True,,,,3122818.0,836094.0,255,6137,6.0,,,,,Active,,nfl,, 00-0035308,1729806320462.0,#tommysweeney-NFL-FA-87,1995-07-01,32060.0,['TE'],Sweeney,"{'channel_id': '1113708766848643072', 'rookie_year': '2019'}",87.0,,Tommy Sweeney,Don Bosco Prep (NJ),,tommy,,BAB992EBEF7A,TE,29.0,Tommy,sweeney,tommysweeney
12784,,,77,,,,9999999.0,,[],,,North Carolina A&T,,692c0a10-2313-11f0-8b96-b1b768d28795,True,,,,,,300,12784,0.0,,,,,Active,,nfl,bf4867ef-319c-46a1-b13d-95e9d196fb92,,,#jasonivey-NFL-FA-72,,,['OL'],Ivey,"{'channel_id': '1222062624800247808', 'rookie_year': '2025'}",72.0,,Jason Ivey,South Mecklenburg (NC),,jason,,DD416D5CB3BFBAA4,OL,,Jason,ivey,jasonivey
12602,,1.0,79,,Wrist,RDE,335.0,,[],18584.0,Questionable,Georgia,,b53b3aa5-5ef4-4d54-a4f1-8be678e980d2,True,,,,,,267,12602,0.0,SF,,,,Active,,nfl,6ab0ff51-a9df-494f-833d-8f6d8bd6649c,,1759184144207.0,#mykelwilliams-NFL-SF-98,2004-06-29,,['DL'],Williams,"{'channel_id': '1221352992523952128', 'rookie_year': '2025', 'source_id': '54326870-84a6-11ec-a2e6-affc80bcd2fc'}",98.0,,Mykel Williams,Hardaway (GA),,mykel,,8E27972C8FB706B4,DL,21.0,Mykel,williams,mykelwilliams
11340,,,76,,,,9999999.0,,[],,,South Florida,,c242e360-ec6c-11ed-9b1c-797c54fc9d07,True,,,,,1124148.0,300,11340,2.0,,,,,Active,,nfl,,,,#bradcecil-NFL-FA,1999-12-29,,['OL'],Cecil,"{'channel_id': '1116852678471712768', 'rookie_year': '2023'}",,,Brad Cecil,Bartram Trail (FL),,brad,,,OL,25.0,Brad,cecil,bradcecil
5668,,,75,,,OL,9999999.0,20379.0,[],13303.0,,James Madison,,5fd40b6b-d81a-4a4e-a394-53ed7e58511f,True,,,,3049339.0,750486.0,312,5668,7.0,NYG,,,,Active,,nfl,ef76f3a4-3ef6-44b5-9149-7ae9c819b5f6,00-0034668,1743032417495.0,#aaronstinnie-NFL-NYG-64,1994-02-18,31619.0,"['OG', 'OL']",Stinnie,"{'channel_id': '1113708675920326656', 'rookie_year': '2018'}",64.0,,Aaron Stinnie,St. Anne's-Belfield (VA),,aaron,,15D6D87D37FB,G,31.0,Aaron,stinnie,aaronstinnie
13132,,,72,,Knee,DB,699.0,,[],19064.0,IR,Marshall,,266a09c0-262e-11f0-9779-dd9f3cf183b7,True,,,,,,195,13132,0.0,TB,,,,Inactive,,nfl,d5ad5509-dfa8-4054-aa57-be2f1c89927c,,1755570034925.0,#jjroberts-NFL-TB-36,2001-09-22,,['DB'],Roberts,"{'channel_id': '1223497110247190528', 'rookie_year': '2025'}",36.0,,JJ Roberts,Cabell Midland (WV),,jj,,9148DF6B7A1F3CAA,DB,24.0,JJ,roberts,jjroberts
3561,,,78,,,,9999999.0,18334.0,[],10946.0,,East Carolina,609814.0,a204547e-ecd3-4116-909a-ce823caa9067,True,,,,2981998.0,,258,3561,6.0,,,,,Active,,nfl,,00-0032583,1523486701657.0,#brycewilliams-NFL-FA-80,1993-02-24,29879.0,['TE'],Williams,{'channel_id': '1116852875503337472'},80.0,,Bryce Williams,North Davidson,,bryce,,,TE,28.0,Bryce,williams,brycewilliams
832,,,"6'1""",,,,9999999.0,12857.0,[],7411.0,,Stanford,,4a99b4bf-e03e-4253-8b9b-c070ef796daf,False,,,,14131.0,,202,832,3.0,,,,,Inactive,,nfl,,,,#ryanwhalen-NFL-FA-81,1989-07-26,24954.0,['WR'],Whalen,,81.0,,Ryan Whalen,,,ryan,,,WR,29.0,Ryan,whalen,ryanwhalen
