id,league,fullName,firstName,lastName,position,jersey,active,weight,height,age,dateOfBirth,experience_years,birthCity,birthState,birthCountry,debutYear,college,collegeId,college_source,draftYear,draftRound,draftPick,draftTeam,team,processed_ts,is_latest
1719,nfl,Brock Olivo,Brock,Olivo,RB,26.0,False,232.0,72.0,49.0,1976-06-24T07:00Z,4.0,St. Louis,MO,,,Missouri,142.0,direct,,,,,DET,2025-10-11T16:21:53.132055,1
1001,nfl,Winslow Oliver,Winslow,Oliver,RB,26.0,False,200.0,67.0,52.0,1973-03-03T08:00Z,5.0,Houston,TX,,1996.0,New Mexico,167.0,direct,,,,,ATL,2025-10-11T16:21:53.132055,1
4424106,nfl,Gunner Olszewski,Gunner,Olszewski,WR,80.0,True,190.0,72.0,28.0,1996-11-26T08:00Z,7.0,Alvin,TX,USA,2019.0,Bemidji State,132.0,direct,,,,,NYG,2025-10-11T16:21:53.132055,1
4260703,nfl,Segun Olubi,Segun,Olubi,LB,50.0,True,233.0,73.0,25.0,1999-11-01T08:00Z,3.0,Corona,CA,USA,,San Diego State,21.0,collegeAthlete,,,,,IND,2025-10-11T16:21:53.132055,1
2576761,nfl,Patrick Onwuasor,Patrick,Onwuasor,LB,48.0,False,217.0,72.0,33.0,1992-08-22T07:00Z,6.0,Inglewood,CA,USA,2016.0,Portland State,2502.0,collegeAthlete,,,,,LV,2025-10-11T16:21:53.132055,1
3052889,nfl,James Onwualu,James,Onwualu,LB,59.0,False,235.0,73.0,31.0,1994-09-04T07:00Z,3.0,Saint Paul,MN,USA,2017.0,Notre Dame,87.0,collegeAthlete,,,,,LV,2025-10-11T16:21:53.132055,1
4046545,nfl,Mike Onwenu,Mike,Onwenu,OT,71.0,True,350.0,75.0,27.0,1997-12-10T08:00Z,6.0,Detroit,MI,USA,2020.0,Michigan,130.0,collegeAthlete,2020.0,6.0,182.0,NE,NE,2025-10-11T16:21:53.132055,1
4071085,nfl,Joshua Onujiogu,Joshua,Onujiogu,LB,49.0,False,252.0,74.0,27.0,1998-03-03T08:00Z,2.0,Wareham,MA,USA,,Framingham State,2967.0,collegeAthlete,,,,,SEA,2025-10-11T16:21:53.132055,1
13431,nfl,Fendi Onobun,Fendi,Onobun,TE,48.0,False,260.0,78.0,38.0,1986-11-17T08:00Z,3.0,Houston,TX,,2010.0,Houston,248.0,collegeAthlete,2010.0,6.0,170.0,STL,JAX,2025-10-11T16:21:53.132055,1
12604,nfl,Kenny Onatolu,Kenny,Onatolu,LB,56.0,False,235.0,74.0,43.0,1982-10-08T07:00Z,4.0,Chicago,IL,,2009.0,Omaha,2437.0,direct,,,,,CAR,2025-10-11T16:21:53.132055,1
11413,nfl,Xavier Omon,Xavier,Omon,RB,33.0,False,227.0,71.0,40.0,1985-02-15T08:00Z,3.0,San Diego,CA,,2008.0,Northwest Missouri State,138.0,collegeAthlete,2008.0,6.0,179.0,BUF,DEN,2025-10-11T16:21:53.132055,1
2577172,nfl,Oni Omoile,Oni,Omoile,C,60.0,False,310.0,74.0,32.0,1993-06-24T07:00Z,1.0,,,,2016.0,Iowa State,66.0,collegeAthlete,,,,,PIT,2025-10-11T16:21:53.132055,1
8577,nfl,Frank Omiyale,Frank,Omiyale,OT,65.0,False,315.0,76.0,42.0,1982-11-23T08:00Z,8.0,Nashville,TN,,2005.0,Tennessee Tech,2635.0,direct,2005.0,5.0,163.0,ATL,SEA,2025-10-11T16:21:53.132055,1
3929865,nfl,Charles Omenihu,Charles,Omenihu,DE,90.0,True,280.0,77.0,28.0,1997-08-20T07:00Z,7.0,Rowlett,TX,USA,2019.0,Texas,251.0,collegeAthlete,2019.0,5.0,161.0,HOU,KC,2025-10-11T16:21:53.132055,1
16327,nfl,Patrick Omameh,Patrick,Omameh,G,63.0,False,305.0,76.0,35.0,1989-12-29T08:00Z,9.0,Columbus,OH,USA,2013.0,Michigan,130.0,collegeAthlete,,,,,CAR,2025-10-11T16:21:53.132055,1
4370807,nfl,Olu Oluwatimi,Olu,Oluwatimi,C,55.0,True,309.0,75.0,26.0,1999-08-05T07:00Z,3.0,Upper Marlboro,MD,USA,,Michigan,130.0,collegeAthlete,2023.0,5.0,154.0,SEA,SEA,2025-10-11T16:21:53.132055,1
3050073,nfl,Foyesade Oluokun,Foyesade,Oluokun,LB,23.0,True,230.0,74.0,30.0,1995-08-02T07:00Z,8.0,St. Louis,MO,USA,2018.0,Yale,43.0,collegeAthlete,2018.0,6.0,200.0,ATL,JAX,2025-10-11T16:21:53.132055,1
3153653,nfl,Donovan Olumba,Donovan,Olumba,CB,49.0,False,205.0,74.0,30.0,1995-09-26T07:00Z,5.0,Tucson,AZ,USA,2018.0,Portland State,2502.0,collegeAthlete,,,,,LAR,2025-10-11T16:21:53.132055,1
10704,nfl,Paul Oliver,Paul,Oliver,S,27.0,False,210.0,71.0,29.0,1984-03-30T08:00Z,5.0,Kennesaw,GA,,2007.0,Georgia,61.0,collegeAthlete,,,,,SD,2025-10-11T16:21:53.132055,1
7294,nfl,Muhammad Ramadan Oliver,Muhammad,Oliver,DB,26.0,False,184.0,71.0,56.0,1969-03-12T08:00Z,5.0,Brooklyn,NY,,1992.0,Oregon,2483.0,direct,,,,,WSH,2025-10-11T16:21:53.132055,1
9783,nfl,Melvin Oliver,Melvin,Oliver,DE,96.0,False,282.0,75.0,42.0,1983-07-25T07:00Z,2.0,Opelika,AL,,2006.0,LSU,99.0,collegeAthlete,,,,,SF,2025-10-11T16:21:53.132055,1
4044111,nfl,Chris Oladokun,Chris,Oladokun,QB,19.0,False,213.0,73.0,28.0,1997-09-03T07:00Z,1.0,Tampa,FL,USA,,South Dakota State,2571.0,collegeAthlete,2022.0,7.0,241.0,PIT,KC,2025-10-11T16:21:53.132055,1
4374037,nfl,Kitan Oladapo,Kitan,Oladapo,S,27.0,True,216.0,74.0,25.0,2000-10-10T07:00Z,2.0,Happy Valley,OR,USA,,Oregon State,204.0,collegeAthlete,2024.0,5.0,169.0,GB,GB,2025-10-11T16:21:53.132055,1
16680,nfl,Michael Ola,Michael,Ola,OT,70.0,False,312.0,77.0,37.0,1988-04-19T07:00Z,6.0,Riverdale,GA,,2014.0,Hampton,2261.0,collegeAthlete,,,,,NO,2025-10-11T16:21:53.132055,1
4035115,nfl,Albert Okwuegbunam Jr.,Albert,Okwuegbunam Jr.,TE,86.0,False,258.0,77.0,27.0,1998-04-25T07:00Z,5.0,Springfield,IL,USA,2020.0,Missouri,142.0,collegeAthlete,2020.0,4.0,118.0,DEN,LV,2025-10-11T16:21:53.132055,1
2980147,nfl,Romeo Okwara,Romeo,Okwara,DE,95.0,False,255.0,76.0,30.0,1995-06-17T07:00Z,8.0,Charlotte,NC,USA,2016.0,Notre Dame,87.0,collegeAthlete,,,,,DET,2025-10-11T16:21:53.132055,1
4046690,nfl,Julian Okwara,Julian,Okwara,LB,53.0,False,250.0,76.0,27.0,1997-12-27T08:00Z,6.0,Charlotte,NC,USA,2020.0,Notre Dame,87.0,collegeAthlete,2020.0,3.0,67.0,DET,CLE,2025-10-11T16:21:53.132055,1
13242,nfl,Russell Okung,Russell,Okung,OT,76.0,False,310.0,77.0,37.0,1988-10-07T07:00Z,11.0,Fort Bend,TX,,2010.0,Oklahoma State,197.0,collegeAthlete,2010.0,1.0,6.0,SEA,CAR,2025-10-11T16:21:53.132055,1
4241984,nfl,Jeff Okudah,Jeff,Okudah,CB,8.0,True,205.0,73.0,26.0,1999-02-02T08:00Z,6.0,Grand Prairie,TX,USA,2020.0,Ohio State,194.0,collegeAthlete,2020.0,1.0,3.0,DET,MIN,2025-10-11T16:21:53.132055,1
4569497,nfl,Sam Okuayinonu,Sam,Okuayinonu,DT,91.0,True,269.0,73.0,27.0,1998-05-01T07:00Z,3.0,Lowell,MA,USA,,Maryland,120.0,collegeAthlete,,,,,SF,2025-10-11T16:21:53.132055,1
16410,nfl,Tristan Okpalaugo,Tristan,Okpalaugo,LB,58.0,False,258.0,77.0,36.0,1989-10-10T07:00Z,1.0,,,,2013.0,Fresno State,278.0,collegeAthlete,,,,,ARI,2025-10-11T16:21:53.132055,1
4339830,nfl,Chris Okoye,Chris,Okoye,DT,90.0,False,320.0,78.0,29.0,1996-06-22T07:00Z,1.0,,,,2018.0,Ferris State,2222.0,collegeAthlete,,,,,LAC,2025-10-11T16:21:53.132055,1
10454,nfl,Amobi Okoye,Amobi,Okoye,DT,76.0,False,310.0,74.0,38.0,1987-06-10T07:00Z,7.0,,,Nigeria,2007.0,Louisville,97.0,collegeAthlete,2007.0,1.0,10.0,HOU,DAL,2025-10-11T16:21:53.132055,1
3052667,nfl,Ogbo Okoronkwo,Ogbo,Okoronkwo,DE,45.0,False,253.0,74.0,30.0,1995-04-24T07:00Z,8.0,Houston,TX,USA,2018.0,Oklahoma,201.0,collegeAthlete,2018.0,5.0,160.0,LAR,PHI,2025-10-11T16:21:53.132055,1
6921,nfl,Louis Oliver,Louis,Oliver,SS,25.0,False,224.0,74.0,59.0,1966-03-09T08:00Z,8.0,Belle Glade,FL,,1989.0,Florida,57.0,direct,,,,,MIA,2025-10-11T16:21:53.132055,1
5211114,nfl,David Olajiga,David,Olajiga,DT,96.0,False,315.0,75.0,27.0,1997-11-03T08:00Z,1.0,London,,England,,Central Missouri State,2118.0,direct,,,,,NE,2025-10-11T16:21:53.132055,1
3921690,nfl,Josh Oliver,Josh,Oliver,TE,84.0,True,259.0,77.0,28.0,1997-03-21T08:00Z,7.0,Paso Robles,CA,USA,2019.0,San José State,23.0,collegeAthlete,2019.0,3.0,69.0,JAX,MIN,2025-10-11T16:21:53.132055,1
3915437,nfl,Isaiah Oliver,Isaiah,Oliver,S,26.0,True,202.0,72.0,29.0,1996-09-30T07:00Z,8.0,Goodyear,AZ,USA,2018.0,Colorado,38.0,collegeAthlete,2018.0,2.0,58.0,ATL,NYJ,2025-10-11T16:21:53.132055,1
4039303,nfl,Ed Oliver,Ed,Oliver,DT,91.0,True,287.0,73.0,27.0,1997-12-12T08:00Z,7.0,Houston,TX,USA,2019.0,Houston,248.0,collegeAthlete,2019.0,1.0,9.0,BUF,BUF,2025-10-11T16:21:53.132055,1
4362617,nfl,Bryce Oliver,Bryce,Oliver,WR,80.0,True,214.0,73.0,25.0,2000-05-19T07:00Z,2.0,Fort Lauderdale,FL,USA,,Youngstown State,2754.0,collegeAthlete,,,,,TEN,2025-10-11T16:21:53.132055,1
17452,nfl,Branden Oliver,Branden,Oliver,RB,40.0,False,208.0,68.0,34.0,1991-05-07T07:00Z,5.0,Miami,FL,,2014.0,Buffalo,2084.0,collegeAthlete,,,,,IND,2025-10-11T16:21:53.132055,1
5734,nfl,Shane Olivea,Shane,Olivea,OT,,False,324.0,76.0,44.0,1981-10-07T07:00Z,5.0,Bronx,NY,,2004.0,Ohio State,194.0,collegeAthlete,2004.0,7.0,209.0,SD,SD,2025-10-11T16:21:53.132055,1
264,nfl,Chris Oldham,Chris,Oldham,DB,28.0,False,200.0,69.0,56.0,1968-10-26T07:00Z,11.0,Sacramento,CA,,1990.0,Oregon,2483.0,direct,,,,,NO,2025-10-11T16:21:53.132055,1
10614,nfl,Clint Oldenburg,Clint,Oldenburg,OT,,False,305.0,77.0,42.0,1983-09-09T07:00Z,2.0,Sheridan,WY,,2007.0,Colorado State,36.0,collegeAthlete,2007.0,5.0,171.0,NE,NE,2025-10-11T16:21:53.132055,1
15653,nfl,Jamize Olawale,Jamize,Olawale,FB,49.0,False,240.0,73.0,36.0,1989-04-17T07:00Z,8.0,Long Beach,CA,USA,2012.0,North Texas,249.0,collegeAthlete,,,,,DAL,2025-10-11T16:21:53.132055,1
4361370,nfl,Chris Olave,Chris,Olave,WR,12.0,True,187.0,72.0,25.0,2000-06-27T07:00Z,4.0,San Ysidro,CA,USA,,Ohio State,194.0,collegeAthlete,2022.0,1.0,11.0,NO,NO,2025-10-11T16:21:53.132055,1
17224,nfl,Deji Olatoye,Deji,Olatoye,CB,30.0,False,205.0,73.0,34.0,1991-07-20T07:00Z,3.0,Cleveland,OH,,2014.0,North Carolina A&T,2448.0,collegeAthlete,,,,,ATL,2025-10-11T16:21:53.132055,1
4039020,nfl,Levi Onwuzurike,Levi,Onwuzurike,DE,78.0,False,304.0,75.0,27.0,1998-03-02T08:00Z,5.0,Allen,TX,USA,,Washington,264.0,collegeAthlete,2021.0,2.0,41.0,DET,DET,2025-10-11T16:21:53.132055,1
4002046,nfl,David Onyemata,David,Onyemata,DT,90.0,True,310.0,76.0,32.0,1992-11-13T08:00Z,10.0,Lagos,,Nigeria,2016.0,Manitoba,2770.0,collegeAthlete,2016.0,4.0,120.0,NO,ATL,2025-10-11T16:21:53.132055,1
4243331,nfl,Cade Otton,Cade,Otton,TE,88.0,True,247.0,77.0,26.0,1999-04-15T07:00Z,4.0,Tumwater,WA,USA,,Washington,264.0,collegeAthlete,2022.0,4.0,106.0,TB,TB,2025-10-11T16:21:53.132055,1
10666,nfl,Michael Otto,Michael,Otto,OT,66.0,False,308.0,77.0,42.0,1983-07-24T07:00Z,6.0,Kokomo,IN,,2007.0,Purdue,2509.0,collegeAthlete,2007.0,7.0,223.0,TEN,TEN,2025-10-11T16:21:53.132055,1
660,nfl,Brad Ottis,Brad,Ottis,DE,96.0,False,290.0,77.0,53.0,1972-08-02T07:00Z,6.0,Wahoo,NE,,1994.0,Finlandia University,523.0,direct,,,,,ARI,2025-10-11T16:21:53.132055,1
16156,nfl,Ryan Otten,Ryan,Otten,TE,,False,241.0,78.0,35.0,1990-04-07T07:00Z,1.0,,,,2013.0,San José State,23.0,collegeAthlete,,,,,MIN,2025-10-11T16:21:53.132055,1
17378,nfl,Tyler Ott,Tyler,Ott,LS,69.0,True,252.0,75.0,33.0,1992-02-28T08:00Z,11.0,Tulsa,OK,USA,2016.0,Harvard,108.0,collegeAthlete,,,,,WSH,2025-10-11T16:21:53.132055,1
4240759,nfl,Esezi Otomewo,Esezi,Otomewo,DE,93.0,True,282.0,77.0,26.0,1999-03-09T08:00Z,3.0,Indianapolis,IN,USA,,Minnesota,135.0,collegeAthlete,2022.0,5.0,165.0,MIN,PIT,2025-10-11T16:21:53.132055,1
11253,nfl,Jeff Otah,Jeff,Otah,OT,79.0,False,340.0,78.0,39.0,1986-06-17T07:00Z,4.0,New Castle,DE,Nigeria,2008.0,Pittsburgh,221.0,collegeAthlete,2008.0,1.0,19.0,CAR,CAR,2025-10-11T16:21:53.132055,1
14879,nfl,Brock Osweiler,Brock,Osweiler,QB,8.0,False,240.0,79.0,34.0,1990-11-22T08:00Z,6.0,Coeur d'Alene,ID,,2012.0,Arizona State,9.0,collegeAthlete,2012.0,2.0,57.0,DEN,MIA,2025-10-11T16:21:53.132055,1
1542,nfl,Phil Ostrowski,Phil,Ostrowski,OG,69.0,False,291.0,76.0,50.0,1975-09-23T07:00Z,3.0,Wilkes-barre,PA,,1998.0,Penn State,213.0,direct,,,,,SF,2025-10-11T16:21:53.132055,1
731,nfl,Jerry Ostroski,Jerry,Ostroski,OG,60.0,False,327.0,75.0,55.0,1970-07-12T07:00Z,8.0,Collegeville,PA,,1992.0,Tulsa,202.0,direct,,,,,BUF,2025-10-11T16:21:53.132055,1
3044706,nfl,Joe Ostman,Joe,Ostman,LB,95.0,False,259.0,75.0,30.0,1995-07-12T07:00Z,2.0,Saint Ignace,MI,USA,2018.0,Central Michigan,2117.0,collegeAthlete,,,,,PHI,2025-10-11T16:21:53.132055,1
4362094,nfl,Joseph Ossai,Joseph,Ossai,DE,58.0,True,263.0,76.0,25.0,2000-04-12T07:00Z,5.0,Conroe,TX,USA,,Texas,251.0,collegeAthlete,2021.0,3.0,69.0,CIN,CIN,2025-10-11T16:21:53.132055,1
9767,nfl,Baba Oshinowo,Baba,Oshinowo,DL,,False,325.0,73.0,42.0,1983-01-14T08:00Z,2.0,,,,2006.0,Stanford,24.0,collegeAthlete,2006.0,6.0,181.0,CLE,CLE,2025-10-11T16:21:53.132055,1
4567482,nfl,Gervarrius Owens,Gervarrius,Owens,S,,False,200.0,72.0,25.0,1999-10-14T07:00Z,2.0,Moore,OK,USA,,Houston,248.0,collegeAthlete,2023.0,7.0,254.0,NYG,CHI,2025-10-11T16:21:53.132055,1
165,nfl,Dan Owens,Dan,Owens,DT,90.0,False,277.0,75.0,58.0,1967-03-16T08:00Z,10.0,Whittier,CA,,1990.0,USC,30.0,direct,,,,,DET,2025-10-11T16:21:53.132055,1
12713,nfl,Chris Owens,Chris,Owens,CB,30.0,False,180.0,69.0,38.0,1986-12-01T08:00Z,7.0,Los Angeles,CA,,2009.0,San José State,23.0,collegeAthlete,2009.0,3.0,90.0,ATL,NO,2025-10-11T16:21:53.132055,1
8599,nfl,Chad Owens,Chad,Owens,WR,84.0,False,188.0,67.0,43.0,1982-04-03T08:00Z,2.0,Honolulu,HI,,2005.0,Hawai'i,62.0,collegeAthlete,2005.0,6.0,11.0,JAX,JAX,2025-10-11T16:21:53.132055,1
4361422,nfl,Odafe Oweh,Odafe,Oweh,LB,51.0,True,251.0,77.0,26.0,1998-12-15T08:00Z,5.0,Howell,NJ,USA,,Penn State,213.0,collegeAthlete,2021.0,1.0,31.0,BAL,LAC,2025-10-11T16:21:53.132055,1
13186,nfl,Matt Overton,Matt,Overton,LS,49.0,False,254.0,73.0,40.0,1985-07-06T07:00Z,11.0,San Leandro,CA,USA,2012.0,Western Washington,2847.0,direct,,,,,MIA,2025-10-11T16:21:53.132055,1
3608,nfl,Will Overstreet,Will,Overstreet,LB,90.0,False,259.0,74.0,46.0,1979-10-07T07:00Z,2.0,Jackson,MS,,2002.0,Tennessee,2633.0,collegeAthlete,2002.0,3.0,15.0,ATL,ATL,2025-10-11T16:21:53.132055,1
4362088,nfl,DeMarvion Overshown,DeMarvion,Overshown,LB,0.0,False,220.0,74.0,25.0,2000-08-13T07:00Z,3.0,Arp,TX,USA,,Texas,251.0,collegeAthlete,2023.0,3.0,90.0,DAL,DAL,2025-10-11T16:21:53.132055,1
13785,nfl,Nathan Overbay,Nathan,Overbay,TE,86.0,False,260.0,77.0,38.0,1987-01-04T08:00Z,1.0,Lakewood,WA,,2010.0,Eastern Washington,331.0,collegeAthlete,,,,,BAL,2025-10-11T16:21:53.132055,1
2976115,nfl,Jeff Overbaugh,Jeff,Overbaugh,LS,46.0,False,236.0,72.0,31.0,1993-11-24T08:00Z,1.0,Santa Fe,NM,,2017.0,San Diego State,21.0,collegeAthlete,,,,,ATL,2025-10-11T16:21:53.132055,1
7472,nfl,Willie Oshodin,Willie,Oshodin,DE,,False,260.0,76.0,56.0,1969-09-16T07:00Z,3.0,,,Nigeria,,Villanova,222.0,direct,,,,,DEN,2025-10-11T16:21:53.132055,1
5437,nfl,Kassim Osgood,Kassim,Osgood,WR,14.0,False,220.0,77.0,45.0,1980-05-20T07:00Z,12.0,Salinas,CA,USA,2003.0,Cal Poly,13.0,collegeAthlete,,,,,SF,2025-10-11T16:21:53.132055,1
2516060,nfl,Leon Orr,Leon,Orr,DT,96.0,False,320.0,77.0,33.0,1992-02-11T08:00Z,1.0,Largo,FL,,2015.0,Florida,57.0,collegeAthlete,,,,,MIA,2025-10-11T16:21:53.132055,1
3045163,nfl,Scott Orndoff,Scott,Orndoff,TE,86.0,False,256.0,77.0,31.0,1993-12-16T08:00Z,1.0,,,,2017.0,Pittsburgh,221.0,collegeAthlete,,,,,PHI,2025-10-11T16:21:53.132055,1
8559,nfl,Dan Orlovsky,Dan,Orlovsky,QB,8.0,False,215.0,77.0,42.0,1983-08-18T07:00Z,12.0,Bridgeport,CT,,2005.0,UConn,41.0,collegeAthlete,2005.0,5.0,145.0,DET,STL,2025-10-11T16:21:53.132055,1
6889,nfl,Bo Orlando,Bo,Orlando,DB,21.0,False,180.0,70.0,59.0,1966-04-03T08:00Z,9.0,Berwick,PA,,1989.0,West Virginia,277.0,direct,,,,,PIT,2025-10-11T16:21:53.132055,1
4567535,nfl,Anfernee Orji,Anfernee,Orji,LB,59.0,False,230.0,74.0,25.0,2000-10-06T07:00Z,2.0,Rockwall,TX,USA,,Vanderbilt,238.0,collegeAthlete,,,,,TEN,2025-10-11T16:21:53.132055,1
4430271,nfl,Ruke Orhorhoro,Ruke,Orhorhoro,DT,98.0,True,295.0,76.0,23.0,2001-10-13T07:00Z,2.0,Lagos,,Nigeria,,Clemson,228.0,collegeAthlete,2024.0,2.0,35.0,ATL,ATL,2025-10-11T16:21:53.132055,1
3052511,nfl,Nate Orchard,Nate,Orchard,DE,59.0,False,251.0,76.0,32.0,1993-01-05T08:00Z,6.0,Salt Lake City,UT,USA,2015.0,Utah,254.0,collegeAthlete,2015.0,2.0,51.0,CLE,WSH,2025-10-11T16:21:53.132055,1
12439,nfl,Brian Orakpo,Brian,Orakpo,LB,98.0,False,257.0,76.0,39.0,1986-07-31T07:00Z,10.0,Houston,TX,,2009.0,Texas,251.0,collegeAthlete,2009.0,1.0,13.0,WSH,TEN,2025-10-11T16:21:53.132055,1
16598,nfl,Toben Opurum,Toben,Opurum,FB,1.0,False,250.0,73.0,34.0,1990-11-18T08:00Z,1.0,Dallas,TX,,2013.0,Kansas,2305.0,collegeAthlete,,,,,DEN,2025-10-11T16:21:53.132055,1
3121009,nfl,Sua Opeta,Sua,Opeta,G,76.0,False,305.0,76.0,29.0,1996-08-15T07:00Z,6.0,Stansbury Park,UT,USA,2019.0,Weber State,2692.0,collegeAthlete,,,,,TB,2025-10-11T16:21:53.132055,1
3675805,nfl,Kareem Orr,Kareem,Orr,CB,35.0,False,195.0,71.0,28.0,1997-01-02T08:00Z,2.0,Chattanooga,TN,USA,2019.0,Chattanooga,236.0,collegeAthlete,,,,,LAR,2025-10-11T16:21:53.132055,1
3948547,nfl,Kelechi Osemele,Kelechi,Osemele,G,,False,330.0,77.0,36.0,1989-06-24T07:00Z,4.0,Houston,TX,,2012.0,Iowa State,66.0,direct,2012.0,2.0,60.0,BAL,BAL,2025-10-11T16:21:53.132055,1
14957,nfl,Kelechi Osemele,Kelechi,Osemele,G,70.0,False,330.0,77.0,36.0,1989-06-24T07:00Z,9.0,Houston,TX,USA,2012.0,Iowa State,66.0,collegeAthlete,2012.0,2.0,60.0,BAL,KC,2025-10-11T16:21:53.132055,1
1088,nfl,Chuck Osborne,Chuck,Osborne,DT,,False,290.0,74.0,51.0,1973-11-02T08:00Z,4.0,Los Angeles,CA,,1996.0,Arizona,12.0,direct,,,,,OAK,2025-10-11T16:21:53.132055,1
3916566,nfl,K.J. Osborn,K.J.,Osborn,WR,13.0,False,203.0,71.0,28.0,1997-06-10T07:00Z,6.0,Ypsilanti,MI,USA,2020.0,Miami,2390.0,collegeAthlete,2020.0,5.0,176.0,MIN,WSH,2025-10-11T16:21:53.132055,1
4422336,nfl,Matt Orzech,Matt,Orzech,LS,42.0,True,245.0,75.0,30.0,1995-04-12T07:00Z,6.0,San Diego,CA,USA,2019.0,Azusa Pacific,2049.0,direct,,,,,GB,2025-10-11T16:21:53.132055,1
3116175,nfl,Amani Oruwariye,Amani,Oruwariye,CB,,False,205.0,74.0,29.0,1996-02-09T08:00Z,6.0,Tampa,FL,USA,2019.0,Penn State,213.0,collegeAthlete,2019.0,5.0,146.0,DET,BAL,2025-10-11T16:21:53.132055,1
8520,nfl,Kyle Orton,Kyle,Orton,QB,18.0,False,228.0,76.0,42.0,1982-11-14T08:00Z,10.0,Altoona,IA,,2005.0,Purdue,2509.0,collegeAthlete,2005.0,4.0,106.0,CHI,BUF,2025-10-11T16:21:53.132055,1
12589,nfl,Greg Orton,Greg,Orton,WR,89.0,False,199.0,75.0,38.0,1986-12-17T08:00Z,1.0,,,,2011.0,Purdue,2509.0,collegeAthlete,,,,,NE,2025-10-11T16:21:53.132055,1
2978244,nfl,Ricky Ortiz,Ricky,Ortiz,FB,30.0,False,236.0,72.0,31.0,1994-04-15T07:00Z,2.0,Moreno Valley,CA,,2017.0,Oregon State,204.0,collegeAthlete,,,,,NO,2025-10-11T16:21:53.132055,1
10360,nfl,Buck Ortega,Buck,Ortega,TE,86.0,False,250.0,76.0,43.0,1981-11-22T08:00Z,2.0,Miami,FL,,2006.0,Miami,2390.0,collegeAthlete,,,,,NO,2025-10-11T16:21:53.132055,1
17300,nfl,Zachary Orr,Zachary,Orr,LB,54.0,False,225.0,72.0,33.0,1992-06-09T07:00Z,3.0,Fairfax,VA,,2014.0,North Texas,249.0,collegeAthlete,,,,,BAL,2025-10-11T16:21:53.132055,1
6496,nfl,Terry Orr,Terry,Orr,TE,,False,227.0,75.0,64.0,1961-09-27T08:00Z,9.0,Savannah,GA,,1985.0,Texas,251.0,direct,,,,,WSH,2025-10-11T16:21:53.132055,1
5340,nfl,Shantee Orr,Shantee,Orr,LB,51.0,False,246.0,72.0,44.0,1981-05-28T07:00Z,5.0,Detroit,MI,,2003.0,Michigan,130.0,collegeAthlete,,,,,CLE,2025-10-11T16:21:53.132055,1
