id,league,fullName,firstName,lastName,position,jersey,active,weight,height,age,dateOfBirth,experience_years,birthCity,birthState,birthCountry,debutYear,college,collegeId,college_source,draftYear,draftRound,draftPick,draftTeam,team,processed_ts,is_latest
5291989,nhl,Alexei Medvedev,Alexei,Medvedev,G,,False,192.0,70.0,43.0,1982-01-13T08:00Z,,Saint Petersburg,,RUS,,,,,2025,2,47,VAN,VAN,2025-10-11T22:13:50.013680,1
2563061,nhl,Joseph LaBate,Joseph,LaBate,C,14,False,205.0,76.0,32.0,1993-04-16T07:00Z,1.0,Eagan,MN,USA,2016.0,Wisconsin,275,direct,2011,4,101,VAN,VAN,2025-10-11T22:13:50.013680,1
3069342,nhl,Mackenzie MacEachern,Mackenzie,MacEachern,LW,28,False,193.0,74.0,31.0,1994-03-09T08:00Z,5.0,Bloomfield Hills,MI,USA,2019.0,Michigan State,127,direct,2012,3,67,STL,VAN,2025-10-11T22:13:50.013680,1
3942866,nhl,Guillaume Brisebois,Guillaume,Brisebois,D,55,False,175.0,74.0,28.0,1997-07-21T07:00Z,2.0,Longueuil,QC,CAN,2019.0,,,,2015,3,66,VAN,VAN,2025-10-11T22:13:50.013680,1
3988750,nhl,Jimmy Schuldt,Jimmy,Schuldt,D,59,False,205.0,73.0,30.0,1995-05-11T07:00Z,,Minnetonka,MN,USA,2019.0,St. Cloud State,2594,direct,,,,,VAN,2025-10-11T22:13:50.013680,1
4271212,nhl,Jiri Patera,Jiri,Patera,G,30,False,209.0,74.0,26.0,1999-02-24T08:00Z,,Prague,,CZE,2017.0,,,,2017,6,161,VGK,VAN,2025-10-11T22:13:50.013680,1
3942106,nhl,Christian Wolanin,Christian,Wolanin,D,86,False,185.0,74.0,30.0,1995-03-17T08:00Z,4.0,Quebec City,QC,CAN,2018.0,North Dakota,155,direct,2015,4,107,OTT,VAN,2025-10-11T22:13:50.013680,1
5677,nhl,Matt Irwin,Matt,Irwin,D,52,False,200.0,74.0,37.0,1987-11-29T08:00Z,11.0,Victoria,BC,CAN,2013.0,Massachusetts,113,direct,,,,,VAN,2025-10-11T22:13:50.013680,1
3154,nhl,Brad Richardson,Brad,Richardson,RW,13,False,190.0,72.0,40.0,1985-02-04T08:00Z,16.0,Belleville,ON,CAN,2005.0,,,,2003,5,163,COL,VAN,2025-10-11T22:13:50.013680,1
5188502,nhl,Vyacheslav Peksa,Vyacheslav,Peksa,G,50,False,181.0,75.0,23.0,2002-08-27T07:00Z,,Magnitogorsk,,RUS,,,,,,,,,TOR,2025-10-11T22:13:50.013680,1
5149211,nhl,Easton Cowan,Easton,Cowan,RW,53,True,170.0,71.0,20.0,2005-05-20T07:00Z,,Mt. Brydges,ON,CAN,,,,,2023,1,28,TOR,TOR,2025-10-11T22:13:50.013680,1
5149600,nhl,Marc Johnstone,Marc,Johnstone,RW,9,False,181.0,72.0,29.0,1996-06-19T07:00Z,,Cranford,NJ,USA,,,,,,,,,TOR,2025-10-11T22:13:50.013680,1
5174160,nhl,Dennis Hildeby,Dennis,Hildeby,G,35,False,222.0,79.0,24.0,2001-08-19T07:00Z,,Jarfalla,,SWE,,,,,,,,,TOR,2025-10-11T22:13:50.013680,1
5188382,nhl,Veeti Miettinen,Veeti,Miettinen,C,,False,,,,,,,,,,,,,,,,,TOR,2025-10-11T22:13:50.013680,1
5188409,nhl,Joe Miller,Joe,Miller,C,,False,,,,,,,,,,,,,,,,,TOR,2025-10-11T22:13:50.013680,1
5188418,nhl,Nicholas Moldenhauer,Nicholas,Moldenhauer,C,,False,180.0,71.0,,,,Mississauga,AB,CAN,,,,,,,,,TOR,2025-10-11T22:13:50.013680,1
5188432,nhl,Noah Chadwick,Noah,Chadwick,D,58,False,187.0,76.0,20.0,2005-05-10T07:00Z,,Saskatoon,SK,CAN,,,,,,,,,TOR,2025-10-11T22:13:50.013680,1
5188508,nhl,Hudson Malinoski,Hudson,Malinoski,C,,False,185.0,74.0,,,,Saskatoon,SK,CAN,,,,,,,,,TOR,2025-10-11T22:13:50.013680,1
5310504,nhl,Matthew Barbolini,Matthew,Barbolini,C,68,False,188.0,74.0,25.0,2000-06-01T07:00Z,,Williamsville,NY,USA,,,,,,,,,TOR,2025-10-11T22:13:50.013680,1
5188553,nhl,Alex Pharand,Alex,Pharand,C,64,False,,,,,,,,,,,,,,,,,TOR,2025-10-11T22:13:50.013680,1
5229138,nhl,Ben Danford,Ben,Danford,D,38,False,188.0,73.0,19.0,2006-02-06T08:00Z,,Belleville,ON,CAN,,,,,,,,,TOR,2025-10-11T22:13:50.013680,1
5302550,nhl,John Prokop,John,Prokop,D,,False,,,,,,,,,,,,,,,,,TOR,2025-10-11T22:13:50.013680,1
5302552,nhl,Borya Valis,Borya,Valis,RW,39,False,,,,,,,,,,,,,,,,,TOR,2025-10-11T22:13:50.013680,1
5302553,nhl,Miroslav Holinka,Miroslav,Holinka,C,98,False,,,,,,,,,,,,,,,,,TOR,2025-10-11T22:13:50.013680,1
5302558,nhl,Luke Haymes,Luke,Haymes,C,,False,,,,,,,,,,,,,,,,,TOR,2025-10-11T22:13:50.013680,1
5302575,nhl,Blake Smith,Blake,Smith,D,,False,,,,,,,,,,,,,,,,,TOR,2025-10-11T22:13:50.013680,1
4352711,nhl,Vitali Kravtsov,Vitali,Kravtsov,RW,92,False,183.0,76.0,25.0,1999-12-23T08:00Z,1.0,Vladivostok,,RUS,2018.0,,,,2018,1,9,NYR,VAN,2025-10-11T22:13:50.013680,1
4378666,nhl,Jett Woo,Jett,Woo,D,4,False,201.0,72.0,25.0,2000-07-27T07:00Z,,Winnipeg,MB,CAN,2018.0,,,,2018,2,37,VAN,VAN,2025-10-11T22:13:50.013680,1
4565857,nhl,Nikolai Knyzhov,Nikolai,Knyzhov,D,84,False,195.0,73.0,27.0,1998-03-20T08:00Z,,Novosibirsk,,RUS,2020.0,,,,,,,,VAN,2025-10-11T22:13:50.013680,1
3024916,nhl,Teddy Blueger,Teddy,Blueger,C,53,True,185.0,72.0,31.0,1994-08-15T07:00Z,8.0,Riga,,LAT,2019.0,Minnesota State Moorhead,2817,direct,2012,2,52,PIT,VAN,2025-10-11T22:13:50.013680,1
5302593,nhl,Aleksei Medvedev,Aleksei,Medvedev,G,,False,,,,,,,,,,,,,,,,,VAN,2025-10-11T22:13:50.013680,1
5310534,nhl,Parker Alcos,Parker,Alcos,D,70,False,180.0,75.0,19.0,2006-07-20T07:00Z,,Port Moody,BC,CAN,,,,,,,,,VAN,2025-10-11T22:13:50.013680,1
5310629,nhl,Gabriel Chiarot,Gabriel,Chiarot,RW,,False,191.0,71.0,19.0,2006-09-17T07:00Z,,,,,,,,,,,,,VAN,2025-10-11T22:13:50.013680,1
5310643,nhl,Riley Patterson,Riley,Patterson,C,,False,192.0,72.0,16.0,2009-03-22T07:00Z,,Burlington,ON,CAN,,,,,,,,,VAN,2025-10-11T22:13:50.013680,1
5052,nhl,Tyler Myers,Tyler,Myers,D,57,True,229.0,80.0,35.0,1990-02-01T08:00Z,17.0,Houston,TX,USA,2009.0,,,,2008,1,12,BUF,VAN,2025-10-11T22:13:50.013680,1
5251,nhl,Evander Kane,Evander,Kane,LW,91,True,218.0,74.0,34.0,1991-08-02T07:00Z,16.0,Vancouver,BC,CAN,2009.0,,,,2009,1,4,ATL,VAN,2025-10-11T22:13:50.013680,1
5829,nhl,Derek Forbort,Derek,Forbort,D,27,True,216.0,76.0,33.0,1992-03-04T08:00Z,11.0,Duluth,MN,USA,2015.0,North Dakota,155,direct,2010,1,15,LA,VAN,2025-10-11T22:13:50.013680,1
3096217,nhl,Thatcher Demko,Thatcher,Demko,G,35,True,192.0,76.0,29.0,1995-12-08T08:00Z,7.0,San Diego,CA,USA,2018.0,Boston College,103,direct,2014,2,36,VAN,VAN,2025-10-11T22:13:50.013680,1
5188640,nhl,Ty Mueller,Ty,Mueller,C,39,False,185.0,71.0,22.0,2003-02-26T08:00Z,,Airdrie,AB,CAN,,,,,,,,,VAN,2025-10-11T22:13:50.013680,1
3114995,nhl,Marcus Pettersson,Marcus,Pettersson,D,29,True,174.0,77.0,29.0,1996-05-08T07:00Z,9.0,Skelleftea,,SWE,2018.0,,,,2014,2,38,ANA,VAN,2025-10-11T22:13:50.013680,1
3899979,nhl,Brock Boeser,Brock,Boeser,RW,6,True,208.0,73.0,28.0,1997-02-25T08:00Z,9.0,Burnsville,MN,USA,2017.0,North Dakota,155,direct,2015,1,23,VAN,VAN,2025-10-11T22:13:50.013680,1
3900240,nhl,Jake DeBrusk,Jake,DeBrusk,LW,74,True,198.0,73.0,28.0,1996-10-17T07:00Z,9.0,Edmonton,AB,CAN,2017.0,,,,2015,1,14,BOS,VAN,2025-10-11T22:13:50.013680,1
3939718,nhl,Conor Garland,Conor,Garland,RW,8,True,165.0,70.0,29.0,1996-03-11T08:00Z,8.0,Scituate,MA,USA,2018.0,,,,2015,5,123,ARI,VAN,2025-10-11T22:13:50.013680,1
4063607,nhl,Filip Hronek,Filip,Hronek,D,17,True,190.0,72.0,27.0,1997-11-02T08:00Z,8.0,Hradec Kralove,,CZE,2018.0,,,,2016,2,53,DET,VAN,2025-10-11T22:13:50.013680,1
4233566,nhl,Elias Pettersson,Elias,Pettersson,C,40,True,176.0,74.0,26.0,1998-11-12T08:00Z,8.0,Sundsvall,,SWE,2018.0,,,,2017,1,5,VAN,VAN,2025-10-11T22:13:50.013680,1
4233643,nhl,Filip Chytil,Filip,Chytil,C,72,True,210.0,74.0,26.0,1999-09-05T07:00Z,8.0,Kromerlz,,CZE,2017.0,,,,2017,1,21,NYR,VAN,2025-10-11T22:13:50.013680,1
5302560,nhl,Anri Ravinskis,Anri,Ravinskis,RW,,False,,,,,,,,,,,,,,,,,VAN,2025-10-11T22:13:50.013680,1
5188586,nhl,Sawyer Mynio,Sawyer,Mynio,D,45,False,173.0,73.0,20.0,2005-04-30T07:00Z,,Kamloops,BC,CAN,,,,,,,,,VAN,2025-10-11T22:13:50.013680,1
4588170,nhl,Chase Wouters,Chase,Wouters,C,,False,194.0,72.0,25.0,2000-02-08T08:00Z,,North Battleford,SK,CAN,,,,,,,,,VAN,2025-10-11T22:13:50.013680,1
5104218,nhl,Daimon Gardner,Daimon,Gardner,C,,False,200.0,76.0,21.0,2004-01-18T08:00Z,,,,,,,,,2022,4,112,VAN,VAN,2025-10-11T22:13:50.013680,1
4697579,nhl,Nils Aman,Nils,Aman,C,88,False,179.0,74.0,25.0,2000-02-07T08:00Z,,Avesta,,SWE,,,,,2020,6,167,COL,VAN,2025-10-11T22:13:50.013680,1
4874746,nhl,Chase Stillman,Chase,Stillman,RW,61,False,180.0,73.0,22.0,2003-03-19T08:00Z,,St. Louis,MO,USA,,,,,2021,1,29,NJ,VAN,2025-10-11T22:13:50.013680,1
4874883,nhl,Danila Klimovich,Danila,Klimovich,RW,18,False,202.0,73.0,22.0,2003-01-09T08:00Z,,Brest,,USSR,,,,,2021,2,41,VAN,VAN,2025-10-11T22:13:50.013680,1
4894721,nhl,Ilya Safonov,Ilya,Safonov,C,,False,205.0,76.0,24.0,2001-05-30T07:00Z,,Moscow,,RUS,,,,,,,,,VAN,2025-10-11T22:13:50.013680,1
4996099,nhl,Max Sasson,Max,Sasson,C,63,False,185.0,73.0,25.0,2000-09-05T07:00Z,,Birmingham,MI,USA,,Western Michigan,2711,direct,,,,,VAN,2025-10-11T22:13:50.013680,1
5033247,nhl,Josh Bloom,Josh,Bloom,LW,62,False,182.0,74.0,22.0,2003-06-08T07:00Z,,Oakville,ON,CAN,,,,,,,,,VAN,2025-10-11T22:13:50.013680,1
5104199,nhl,Ty Young,Ty,Young,G,85,False,181.0,75.0,21.0,2004-09-11T07:00Z,,Calgary,AB,CAN,,,,,,,,,VAN,2025-10-11T22:13:50.013680,1
5136739,nhl,Ben Berard,Ben,Berard,C,,False,191.0,73.0,26.0,1999-02-13T08:00Z,,Duncan,BC,CAN,,Cornell,172,direct,,,,,VAN,2025-10-11T22:13:50.013680,1
5188572,nhl,Jackson Kunz,Jackson,Kunz,C,,False,,,,,,,,,,,,,,,,,VAN,2025-10-11T22:13:50.013680,1
5149180,nhl,Tom Willander,Tom,Willander,D,5,False,180.0,73.0,20.0,2005-02-09T08:00Z,,Stockholm,,SWE,,,,,2023,1,11,VAN,VAN,2025-10-11T22:13:50.013680,1
5188515,nhl,Matthew Perkins,Matthew,Perkins,C,,False,,,,,,,,,,,,,,,,,VAN,2025-10-11T22:13:50.013680,1
5188534,nhl,Nikita Tolopilo,Nikita,Tolopilo,G,60,False,229.0,78.0,25.0,2000-04-06T07:00Z,,Minsk,,BLR,,,,,,,,,VAN,2025-10-11T22:13:50.013680,1
5188543,nhl,Aku Koskenvuo,Aku,Koskenvuo,G,0,False,,,,,,,,,,,,,,,,,VAN,2025-10-11T22:13:50.013680,1
5188544,nhl,Kirill Kudryavtsev,Kirill,Kudryavtsev,D,59,False,200.0,71.0,21.0,2004-02-05T08:00Z,,Yaroslavl,,RUS,,,,,,,,,VAN,2025-10-11T22:13:50.013680,1
5188546,nhl,Vilmer Alriksson,Vilmer,Alriksson,LW,46,False,,,,,,,,,,,,,,,,,VAN,2025-10-11T22:13:50.013680,1
5188559,nhl,Aiden Celebrini,Aiden,Celebrini,C,,False,195.0,73.0,,,,Vancouver,BC,CAN,,,,,,,,,VAN,2025-10-11T22:13:50.013680,1
5103437,nhl,Landon Sim,Landon,Sim,RW,82,False,166.0,70.0,21.0,2004-07-17T07:00Z,,New Glasglow,NS,CAN,,,,,2022,6,184,STL,TOR,2025-10-11T22:13:50.013680,1
5048894,nhl,Bobby McMann,Bobby,McMann,C,74,True,215.0,74.0,29.0,1996-06-15T07:00Z,4.0,Wainwright,AB,CAN,,,,,,,,,TOR,2025-10-11T22:13:50.013680,1
4320548,nhl,Quinn Hughes,Quinn,Hughes,D,43,True,180.0,70.0,25.0,1999-10-14T07:00Z,7.0,Orlando,FL,USA,2019.0,Michigan,130,direct,2018,1,7,VAN,VAN,2025-10-11T22:13:50.013680,1
4997138,nhl,Henry Thrun,Henry,Thrun,D,3,False,210.0,74.0,24.0,2001-03-12T08:00Z,,Southborough,MA,USA,,Harvard,108,direct,,,,,TOR,2025-10-11T22:13:50.013680,1
5293616,nhl,Miroslav Holinka,Miroslav,Holinka,C,,False,,,,,,Kromerlz,,CZE,,,,,,,,,TOR,2025-10-11T22:13:50.013680,1
2976848,nhl,Scott Laughton,Scott,Laughton,C,24,True,191.0,73.0,31.0,1994-05-30T07:00Z,11.0,Oakville,ON,CAN,2013.0,,,,2012,1,20,PHI,TOR,2025-10-11T22:13:50.013680,1
3870,nhl,James Reimer,James,Reimer,G,47,False,200.0,74.0,37.0,1988-03-15T08:00Z,14.0,Morweena,MB,CAN,2010.0,,,,2006,4,99,TOR,TOR,2025-10-11T22:13:50.013680,1
4005,nhl,Max Pacioretty,Max,Pacioretty,LW,67,False,217.0,74.0,36.0,1988-11-20T08:00Z,16.0,New Canaan,CT,USA,2009.0,Michigan,130,direct,2007,1,22,MTL,TOR,2025-10-11T22:13:50.013680,1
5160,nhl,John Tavares,John,Tavares,C,91,True,211.0,73.0,35.0,1990-09-20T07:00Z,17.0,Mississauga,ON,CAN,2009.0,,,,2009,1,1,NYI,TOR,2025-10-11T22:13:50.013680,1
5488,nhl,Oliver Ekman-Larsson,Oliver,Ekman-Larsson,D,95,True,192.0,74.0,34.0,1991-07-17T07:00Z,16.0,Karlskrona,,SWE,2010.0,,,,2009,1,6,PHX,TOR,2025-10-11T22:13:50.013680,1
5592,nhl,Chris Tanev,Chris,Tanev,D,8,True,199.0,75.0,35.0,1989-12-20T08:00Z,16.0,Toronto,ON,CAN,2011.0,RIT,178,direct,,,,,TOR,2025-10-11T22:13:50.013680,1
2555316,nhl,Calle Jarnkrok,Calle,Jarnkrok,C,19,True,191.0,72.0,34.0,1991-09-25T07:00Z,13.0,Gavle,,SWE,2014.0,,,,2010,2,51,DET,TOR,2025-10-11T22:13:50.013680,1
2563050,nhl,Logan Shaw,Logan,Shaw,RW,20,False,208.0,75.0,33.0,1992-10-05T07:00Z,,Glace Bay,NS,CAN,2015.0,,,,2011,3,76,FLA,TOR,2025-10-11T22:13:50.013680,1
2960288,nhl,Jani Hakanpaa,Jani,Hakanpaa,D,28,False,225.0,79.0,33.0,1992-03-31T08:00Z,5.0,Kirkkonummi,,FIN,2020.0,,,,2010,4,104,STL,TOR,2025-10-11T22:13:50.013680,1
2976833,nhl,Morgan Rielly,Morgan,Rielly,D,44,True,225.0,73.0,31.0,1994-03-09T08:00Z,13.0,Vancouver,BC,CAN,2013.0,,,,2012,1,5,TOR,TOR,2025-10-11T22:13:50.013680,1
3020803,nhl,Jake McCabe,Jake,McCabe,D,22,True,212.0,73.0,31.0,1993-10-12T07:00Z,11.0,Eau Claire,WI,USA,2014.0,Wisconsin,275,direct,2012,2,44,BUF,TOR,2025-10-11T22:13:50.013680,1
3024784,nhl,Travis Boyd,Travis,Boyd,C,72,False,190.0,72.0,32.0,1993-09-14T07:00Z,3.0,Edina,MN,USA,2017.0,Minnesota,135,direct,2011,6,177,WSH,TOR,2025-10-11T22:13:50.013680,1
3042014,nhl,Max Domi,Max,Domi,C,11,True,209.0,70.0,30.0,1995-03-02T08:00Z,11.0,Winnipeg,MB,CAN,2015.0,,,,2013,1,12,PHX,TOR,2025-10-11T22:13:50.013680,1
3067313,nhl,Anthony Stolarz,Anthony,Stolarz,G,41,True,243.0,78.0,31.0,1994-01-20T08:00Z,6.0,Edison,NJ,USA,2016.0,Omaha,2437,direct,2012,2,45,PHI,TOR,2025-10-11T22:13:50.013680,1
3069273,nhl,Dakota Mermis,Dakota,Mermis,D,36,False,195.0,72.0,31.0,1994-01-05T08:00Z,7.0,Alton,IL,USA,2017.0,Denver,2172,direct,,,,,TOR,2025-10-11T22:13:50.013680,1
3069449,nhl,Matt Benning,Matt,Benning,D,33,False,203.0,73.0,31.0,1994-05-25T07:00Z,8.0,Edmonton,AB,CAN,2016.0,Northeastern,111,direct,2012,6,175,BOS,TOR,2025-10-11T22:13:50.013680,1
5292004,nhl,Tinus Luc Koblar,Tinus Luc,Koblar,C,,False,187.0,75.0,18.0,2007-07-21T07:00Z,,Oslo,,NOR,,,,,2025,2,64,TOR,TOR,2025-10-11T22:13:50.013680,1
5278562,nhl,Blake Smith,Blake,Smith,D,,False,211.0,76.0,21.0,2004-10-05T07:00Z,,Oshawa,ON,CAN,,,,,,,,,TOR,2025-10-11T22:13:50.013680,1
4912766,nhl,Ty Voit,Ty,Voit,LW,49,False,161.0,70.0,22.0,2003-06-10T07:00Z,,,,,,,,,,,,,TOR,2025-10-11T22:13:50.013680,1
3817,nhl,Wayne Simmonds,Wayne,Simmonds,RW,24,False,185.0,74.0,37.0,1988-08-26T07:00Z,15.0,Scarborough,ON,CAN,2008.0,,,,2007,2,61,LA,TOR,2025-10-11T22:13:50.013680,1
5103825,nhl,Declan Carlile,Declan,Carlile,D,67,False,190.0,75.0,25.0,2000-05-18T07:00Z,,Hartland,MI,USA,,,,,,,,,TB,2025-10-11T22:13:50.013680,1
5104716,nhl,Maxwell Crozier,Maxwell,Crozier,D,24,True,204.0,75.0,25.0,2000-04-19T07:00Z,2.0,Calgary,AB,CAN,,,,,,,,,TB,2025-10-11T22:13:50.013680,1
5146599,nhl,Emil Lilleberg,Emil,Lilleberg,D,78,True,215.0,75.0,24.0,2001-02-02T08:00Z,3.0,Sarpsborg,,NOR,,,,,2021,4,107,ARI,TB,2025-10-11T22:13:50.013680,1
5188438,nhl,Niko Huuhtanen,Niko,Huuhtanen,RW,8,False,200.0,75.0,22.0,2003-06-26T07:00Z,,Espoo,,FIN,,,,,,,,,TB,2025-10-11T22:13:50.013680,1
5188491,nhl,Dylan Duke,Dylan,Duke,LW,53,False,184.0,70.0,22.0,2003-03-04T08:00Z,,Strongsville,OH,USA,,,,,,,,,TB,2025-10-11T22:13:50.013680,1
5287482,nhl,Wojciech Stachowiak,Wojciech,Stachowiak,LW,19,False,187.0,73.0,26.0,1999-07-03T07:00Z,,Gdansk,,POL,,,,,,,,,TB,2025-10-11T22:13:50.013680,1
3399,nhl,Dylan Hunter,Dylan,Hunter,LW,,False,198.0,71.0,40.0,1985-05-21T07:00Z,6.0,Quebec City,QC,CAN,2004.0,,,,2004,9,273,BUF,TOR,2025-10-11T22:13:50.013680,1
3042041,nhl,Carl Dahlstrom,Carl,Dahlstrom,D,48,False,231.0,76.0,30.0,1995-01-28T08:00Z,5.0,Stockholm,,SWE,2018.0,,,,2013,2,51,CHI,TOR,2025-10-11T22:13:50.013680,1
5096,nhl,Martin Jones,Martin,Jones,G,31,False,203.0,77.0,35.0,1990-01-10T08:00Z,10.0,North Vancouver,BC,CAN,2013.0,,,,,,,,TOR,2025-10-11T22:13:50.013680,1
4419637,nhl,Nolan Walker,Nolan,Walker,C,,False,170.0,70.0,26.0,1998-10-20T07:00Z,,Anchorage,AK,USA,,St. Cloud State,2594,direct,,,,,TOR,2025-10-11T22:13:50.013680,1
4908881,nhl,Jett Alexander,Jett,Alexander,G,0,False,214.0,77.0,25.0,1999-11-08T08:00Z,,Blenheim,ON,CAN,,,,,,,,,TOR,2025-10-11T22:13:50.013680,1
5129401,nhl,Orrin Centazzo,Orrin,Centazzo,LW,,False,163.0,68.0,25.0,2000-04-17T07:00Z,,Mannville,AB,CAN,,,,,,,,,TOR,2025-10-11T22:13:50.013680,1
5140779,nhl,Nick Chenard,Nick,Chenard,G,,False,193.0,76.0,23.0,2002-03-29T08:00Z,,Tecumseh,ON,CAN,,,,,,,,,TOR,2025-10-11T22:13:50.013680,1
5141248,nhl,Matt Onuska,Matt,Onuska,G,,False,180.0,75.0,23.0,2002-05-30T07:00Z,,Waterloo,ON,CAN,,,,,,,,,TOR,2025-10-11T22:13:50.013680,1
3006,nhl,Mark Giordano,Mark,Giordano,D,55,False,202.0,72.0,42.0,1983-10-03T07:00Z,18.0,Toronto,ON,CAN,2006.0,,,,,,,,TOR,2025-10-11T22:13:50.013680,1
4906,nhl,Jake Muzzin,Jake,Muzzin,D,8,False,227.0,75.0,36.0,1989-02-21T08:00Z,12.0,Woodstock,ON,CAN,2010.0,,,,2007,5,141,PIT,TOR,2025-10-11T22:13:50.013680,1
3095892,nhl,Vinni Lettieri,Vinni,Lettieri,C,95,False,184.0,70.0,30.0,1995-02-06T08:00Z,1.0,Excelsior,MN,USA,2017.0,Minnesota,135,direct,,,,,TOR,2025-10-11T22:13:50.013680,1
3114736,nhl,William Nylander,William,Nylander,RW,88,True,202.0,72.0,29.0,1996-05-01T07:00Z,11.0,Calgary,AB,CAN,2016.0,,,,2014,1,8,TOR,TOR,2025-10-11T22:13:50.013680,1
3149697,nhl,Sammy Blais,Sammy,Blais,LW,79,True,205.0,74.0,29.0,1996-06-17T07:00Z,8.0,Montmagny,QC,CAN,2017.0,,,,2014,6,176,STL,TOR,2025-10-11T22:13:50.013680,1
4697767,nhl,William Villeneuve,William,Villeneuve,D,76,False,183.0,74.0,23.0,2002-03-20T08:00Z,,Sherbrooke,QC,CAN,,,,,,,,,TOR,2025-10-11T22:13:50.013680,1
4588207,nhl,Semyon Kizimov,Semyon,Kizimov,C,,False,176.0,72.0,25.0,2000-01-19T08:00Z,,Togliatti,,RUS,,,,,2018,7,211,TOR,TOR,2025-10-11T22:13:50.013680,1
4588210,nhl,Vladislav Kara,Vladislav,Kara,C,,False,187.0,73.0,27.0,1998-04-20T07:00Z,,,,,,,,,2017,4,124,TOR,TOR,2025-10-11T22:13:50.013680,1
4588638,nhl,Dakota Joshua,Dakota,Joshua,C,81,True,206.0,75.0,29.0,1996-05-15T07:00Z,6.0,Dearborn,MI,USA,2014.0,Ohio State,194,direct,2014,5,128,TOR,TOR,2025-10-11T22:13:50.013680,1
4588751,nhl,Mikko Kokkonen,Mikko,Kokkonen,D,84,False,200.0,72.0,24.0,2001-01-18T08:00Z,,Mikkeli,,FIN,,,,,,,,,TOR,2025-10-11T22:13:50.013680,1
4697462,nhl,Roni Hirvonen,Roni,Hirvonen,C,33,False,164.0,69.0,23.0,2002-01-10T08:00Z,,Espoo,,FIN,,,,,2020,2,59,TOR,TOR,2025-10-11T22:13:50.013680,1
4697577,nhl,Artur Akhtyamov,Artur,Akhtyamov,G,70,False,167.0,73.0,23.0,2001-10-31T08:00Z,,Kazan,,RUS,,,,,2020,4,106,TOR,TOR,2025-10-11T22:13:50.013680,1
4697700,nhl,Gunnarwolfe Fontaine,Gunnarwolfe,Fontaine,C,,False,180.0,70.0,25.0,2000-09-16T07:00Z,,East Greenwich,RI,USA,,Northeastern,111,direct,2020,7,202,NSH,TOR,2025-10-11T22:13:50.013680,1
4697771,nhl,Ryan Tverberg,Ryan,Tverberg,C,77,False,187.0,71.0,23.0,2002-01-30T08:00Z,,Richmond Hill,ON,CAN,,,,,,,,,TOR,2025-10-11T22:13:50.013680,1
